MACH_SER_NO,OCUR_TS,,SMU,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_L,OCAL
Truck 14,1-Aug-16,10.29.15.000000000 AM,21167.93583,332.4,105,187,515,5.2,50,700,5.2,4,123.4990606,112,1-Aug-16,09.29.15.000000000 PM
Truck 14,1-Aug-16,10.56.18.000000000 AM,21168.38667,317.9,106,96,491,5.2,53,698,5.2,4,120.1868252,110,1-Aug-16,09.56.18.000000000 PM
Truck 14,1-Aug-16,11.21.19.000000000 AM,21168.80389,419.8,130,101,532,5.2,64,192,0.4,5,41.16635352,65,1-Aug-16,10.21.19.000000000 PM
Truck 14,1-Aug-16,11.39.00.000000000 AM,21169.09861,311,96,57,59,0.1,50,691,5.4,4,91.79623658,66,1-Aug-16,10.39.00.000000000 PM
Truck 14,1-Aug-16,11.55.32.000000000 AM,21169.37417,324.6,99,132,542,5.2,47,736,5.4,4,121.6063546,120,1-Aug-16,10.55.32.000000000 PM
Truck 14,1-Aug-16,12.22.33.000000000 PM,21169.82444,339.1,125,9,505,5.2,48,722,5.4,4,125.8649429,121,1-Aug-16,11.22.33.000000000 PM
Truck 14,1-Aug-16,12.46.59.000000000 PM,21170.23167,386.1,120,151,509,5.2,55,859,5.2,5,132.0162371,110,1-Aug-16,11.46.59.000000000 PM
Truck 14,1-Aug-16,01.58.12.000000000 PM,21170.85,336.2,96,434,640,4.1,54,715,5.4,4,111.6696486,116,2-Aug-16,12.58.12.000000000 AM
Truck 14,1-Aug-16,02.31.53.000000000 PM,21171.42639,324.6,119,124,501,5.2,48,704,5.4,4,122.5527076,112,2-Aug-16,01.31.53.000000000 AM
Truck 14,1-Aug-16,02.57.50.000000000 PM,21171.85889,331.5,96,151,596,5.2,45,715,5.4,4,122.5527076,122,2-Aug-16,01.57.50.000000000 AM
Truck 14,1-Aug-16,03.25.40.000000000 PM,21172.32278,327,95,106,504,5.2,46,702,5.2,4,121.1331782,119,2-Aug-16,02.25.40.000000000 AM
Truck 14,1-Aug-16,03.50.53.000000000 PM,21172.74306,321,99,67,525,5.2,58,735,5.2,4,121.6063546,115,2-Aug-16,02.50.53.000000000 AM
Truck 14,1-Aug-16,04.16.37.000000000 PM,21173.17222,353,95,205,513,5.2,51,732,5.4,4,123.4990606,114,2-Aug-16,03.16.37.000000000 AM
Truck 14,1-Aug-16,04.44.20.000000000 PM,21173.63417,379.5,124,129,543,5.2,55,840,5.4,5,127.7576489,122,2-Aug-16,03.44.20.000000000 AM
Truck 14,1-Aug-16,05.53.57.000000000 PM,21174.35,378.9,146,534,527,4.1,56,794,5.4,5,119.2404723,127,2-Aug-16,04.53.57.000000000 AM
Truck 14,1-Aug-16,06.29.40.000000000 PM,21174.895,326.7,98,126,506,5.2,56,731,5.4,4,122.0795311,109,2-Aug-16,05.29.40.000000000 AM
Truck 14,1-Aug-16,06.56.00.000000000 PM,21175.33389,388.9,130,37,494,5.2,50,828,5.4,4,134.855296,117,2-Aug-16,05.56.00.000000000 AM
Truck 14,1-Aug-16,07.22.42.000000000 PM,21175.77889,393,121,129,491,5.2,47,801,5.4,5,133.4357666,126,2-Aug-16,06.22.42.000000000 AM
Truck 14,1-Aug-16,07.50.18.000000000 PM,21176.23889,310.9,106,8,452,5.2,53,653,5.4,4,120.6600017,102,2-Aug-16,06.50.18.000000000 AM
Truck 14,1-Aug-16,08.26.40.000000000 PM,21176.75,347,134,512,496,4.8,66,735,5.4,4,132.4894136,111,2-Aug-16,07.26.40.000000000 AM
Truck 14,1-Aug-16,09.00.24.000000000 PM,21177.25556,339.6,103,273,490,5.2,52,704,5.4,4,131.0698842,108,2-Aug-16,08.00.24.000000000 AM
Truck 14,1-Aug-16,09.28.34.000000000 PM,21177.725,347.8,119,152,497,5.2,56,725,5.4,4,129.6503548,118,2-Aug-16,08.28.34.000000000 AM
Truck 14,1-Aug-16,09.55.26.000000000 PM,21178.17278,336.8,114,8,483,5.2,49,717,5.4,3,126.8112959,112,2-Aug-16,08.55.26.000000000 AM
Truck 14,1-Aug-16,10.19.14.000000000 PM,21178.56944,336,111,403,601,5.2,125,761,5.4,4,136.7480019,134,2-Aug-16,09.19.14.000000000 AM
Truck 14,1-Aug-16,10.53.58.000000000 PM,21179.14833,315.9,97,152,512,5.2,79,700,5.4,4,128.2308253,115,2-Aug-16,09.53.58.000000000 AM
Truck 14,1-Aug-16,11.20.42.000000000 PM,21179.59389,361,114,142,474,5.2,47,701,5.4,5,131.5430607,106,2-Aug-16,10.20.42.000000000 AM
Truck 14,1-Aug-16,11.46.21.000000000 PM,21180.02139,353.6,104,93,478,5.2,57,738,5.6,5,134.3821195,117,2-Aug-16,10.46.21.000000000 AM
Truck 14,2-Aug-16,12.11.52.000000000 AM,21180.44694,326.3,105,128,466,5.2,61,700,5.4,4,128.2308253,119,2-Aug-16,11.11.52.000000000 AM
Truck 14,2-Aug-16,12.37.13.000000000 AM,21180.86944,356.7,122,115,502,5.2,69,698,5.4,5,130.5967077,114,2-Aug-16,11.37.13.000000000 AM
Truck 14,2-Aug-16,01.03.22.000000000 AM,21181.30528,354.6,113,177,490,5.2,79,725,5.4,5,130.1235312,119,2-Aug-16,12.03.22.000000000 PM
Truck 14,2-Aug-16,01.30.51.000000000 AM,21181.76333,312.9,114,80,503,5.2,56,705,5.4,4,121.1331782,104,2-Aug-16,12.30.51.000000000 PM
Truck 14,2-Aug-16,02.46.38.000000000 AM,21182.45,357.3,103,920,254,2.4,60,735,5.4,3,111.6696486,93,2-Aug-16,01.46.38.000000000 PM
Truck 14,2-Aug-16,03.22.37.000000000 AM,21182.79611,348.6,177,365,513,5.2,65,721,5.4,4,136.7480019,117,2-Aug-16,02.22.37.000000000 PM
Truck 14,2-Aug-16,04.17.34.000000000 AM,21183.71194,383.2,127,213,512,5.2,49,725,5.4,4,134.855296,120,2-Aug-16,03.17.34.000000000 PM
Truck 14,2-Aug-16,04.45.46.000000000 AM,21184.18194,364.8,116,88,473,5.2,60,721,5.4,4,132.9625901,104,2-Aug-16,03.45.46.000000000 PM
Truck 14,2-Aug-16,05.11.05.000000000 AM,21184.60389,340,108,96,460,5.2,53,708,5.4,4,126.8112959,104,2-Aug-16,04.11.05.000000000 PM
Truck 14,2-Aug-16,05.35.50.000000000 AM,21185.01639,334.9,144,147,461,5.2,49,701,5.4,4,128.7040018,107,2-Aug-16,04.35.50.000000000 PM
Truck 14,2-Aug-16,06.11.12.000000000 AM,21185.65,375.4,137,1969,491,4.1,59,728,5.4,5,131.0698842,126,2-Aug-16,05.11.12.000000000 PM
Truck 14,2-Aug-16,07.09.58.000000000 AM,21186.15028,330.7,115,46,547,5.2,53,702,5.4,4,126.3381194,116,2-Aug-16,06.09.58.000000000 PM
Truck 14,2-Aug-16,08.43.11.000000000 AM,21187.05,330,92,504,73,0,70,711,5.4,4,99.84023669,62,2-Aug-16,07.43.11.000000000 PM
Truck 14,2-Aug-16,09.08.21.000000000 AM,21187.4275,355.1,98,301,538,5.2,4710,1193,7.3,4,160.4068258,128,2-Aug-16,08.08.21.000000000 PM
Truck 14,2-Aug-16,11.07.18.000000000 AM,21188.61389,350.3,130,171,611,4.1,51,762,4.4,4,125.3917665,88,2-Aug-16,10.07.18.000000000 PM
Truck 14,2-Aug-16,11.37.15.000000000 AM,21189.11306,364.9,172,1344,618,4.1,49,755,4.4,5,133.4357666,100,2-Aug-16,10.37.15.000000000 PM
Truck 14,2-Aug-16,12.28.14.000000000 PM,21189.96278,327.2,95,1069,633,4.1,67,791,4.6,4,134.3821195,107,2-Aug-16,11.28.14.000000000 PM
Truck 14,2-Aug-16,01.58.07.000000000 PM,21190.95,350.4,143,402,817,5.1,53,845,5.2,4,137.2211784,118,3-Aug-16,12.58.07.000000000 AM
Truck 14,2-Aug-16,03.28.47.000000000 PM,21191.85,351.4,153,154,114,0.1,59,868,5.2,5,121.6063546,76,3-Aug-16,02.28.47.000000000 AM
Truck 14,2-Aug-16,03.52.13.000000000 PM,21192.20056,370.9,140,211,689,5.2,50,861,5.2,4,142.4261196,108,3-Aug-16,02.52.13.000000000 AM
Truck 14,2-Aug-16,06.04.32.000000000 PM,21193.55,332.3,105,187,455,2.5,84,682,4.3,3,107.8842368,72,3-Aug-16,05.04.32.000000000 AM
Truck 14,2-Aug-16,06.30.49.000000000 PM,21193.93111,331.8,107,10,567,4.1,222,728,4.3,3,117.8209428,106,3-Aug-16,05.30.49.000000000 AM
Truck 14,2-Aug-16,06.59.12.000000000 PM,21194.40417,336.1,97,265,516,4.1,56,736,4.3,4,120.1868252,106,3-Aug-16,05.59.12.000000000 AM
Truck 14,2-Aug-16,08.50.25.000000000 PM,21195.35,314.7,111,1136,201,0.3,62,719,4.4,4,99.36706022,55,3-Aug-16,07.50.25.000000000 AM
Truck 14,2-Aug-16,09.29.06.000000000 PM,21195.93806,345.2,103,94,699,4.1,55,786,4.4,4,128.7040018,96,3-Aug-16,08.29.06.000000000 AM
Truck 14,2-Aug-16,09.59.15.000000000 PM,21196.44056,341.5,89,189,649,4.3,57,739,4.4,4,126.8112959,103,3-Aug-16,08.59.15.000000000 AM
Truck 14,2-Aug-16,10.29.10.000000000 PM,21196.93917,330.1,114,666,677,4.3,60,719,4.4,4,127.7576489,101,3-Aug-16,09.29.10.000000000 AM
Truck 14,2-Aug-16,11.07.59.000000000 PM,21197.58611,292.8,123,498,668,4.1,60,714,4.4,4,132.0162371,112,3-Aug-16,10.07.59.000000000 AM
Truck 14,2-Aug-16,11.43.46.000000000 PM,21198.1825,322.8,104,1911,669,4.3,55,688,4.4,4,130.1235312,95,3-Aug-16,10.43.46.000000000 AM
Truck 14,3-Aug-16,12.43.14.000000000 AM,21199.17361,368.6,140,124,581,4.1,58,775,4.4,5,135.801649,105,3-Aug-16,11.43.14.000000000 AM
Truck 14,3-Aug-16,01.32.32.000000000 AM,21199.75,344,99,88,692,4.3,62,806,4.6,4,144.3188256,95,3-Aug-16,12.32.32.000000000 PM
Truck 14,3-Aug-16,03.10.19.000000000 AM,21200.35,335.3,91,83,683,4.1,48,824,4.6,4,141.4797667,92,3-Aug-16,02.10.19.000000000 PM
Truck 14,3-Aug-16,11.51.15.000000000 AM,21202.05,394.2,117,152,213,0.4,74,723,4.1,4,78.07411874,80,3-Aug-16,10.51.15.000000000 PM
Truck 14,3-Aug-16,12.13.28.000000000 PM,21202.38056,375,127,202,641,4,71,719,4.1,3,99.36706022,101,3-Aug-16,11.13.28.000000000 PM
Truck 14,3-Aug-16,12.44.00.000000000 PM,21202.88972,407.7,118,478,615,4,130,704,4.1,4,104.098825,112,3-Aug-16,11.44.00.000000000 PM
Truck 14,3-Aug-16,01.56.14.000000000 PM,21203.65,374.9,119,204,845,4.1,48,687,4.1,4,98.89388374,120,4-Aug-16,12.56.14.000000000 AM
Truck 14,3-Aug-16,02.29.17.000000000 PM,21204.14417,360.7,100,246,667,4.1,63,671,4.1,4,96.52800135,113,4-Aug-16,01.29.17.000000000 AM
Truck 14,3-Aug-16,02.59.35.000000000 PM,21204.64917,390,118,357,731,4.1,58,692,4.1,4,99.84023669,127,4-Aug-16,01.59.35.000000000 AM
Truck 14,3-Aug-16,03.33.30.000000000 PM,21205.21472,375,117,226,672,4.1,196,774,4.1,4,101.7329426,128,4-Aug-16,02.33.30.000000000 AM
Truck 14,3-Aug-16,04.07.58.000000000 PM,21205.78917,375.9,139,29,620,4.1,46,707,4.1,4,94.63529544,116,4-Aug-16,03.07.58.000000000 AM
Truck 14,3-Aug-16,04.34.44.000000000 PM,21206.23528,379,104,51,581,4.1,62,698,4.1,4,96.05482488,110,4-Aug-16,03.34.44.000000000 AM
Truck 14,3-Aug-16,05.43.54.000000000 PM,21206.85,372.1,94,65,642,4,63,860,5.4,4,113.0891781,132,4-Aug-16,04.43.54.000000000 AM
Truck 14,3-Aug-16,06.42.52.000000000 PM,21207.55,372.8,96,54,437,2.2,44,763,4.1,4,88.95717772,72,4-Aug-16,05.42.52.000000000 AM
Truck 14,3-Aug-16,07.07.05.000000000 PM,21207.95611,376.9,106,234,593,4.1,42,637,4.1,4,100.7865896,115,4-Aug-16,06.07.05.000000000 AM
Truck 14,3-Aug-16,07.35.03.000000000 PM,21208.42222,369.5,93,156,666,4.1,56,658,4.1,4,99.84023669,97,4-Aug-16,06.35.03.000000000 AM
Truck 14,3-Aug-16,08.28.02.000000000 PM,21208.95,407.1,98,159,533,3.8,141,718,4.1,4,98.42070726,96,4-Aug-16,07.28.02.000000000 AM
Truck 14,3-Aug-16,08.56.41.000000000 PM,21209.46306,351.6,97,81,557,4.1,48,576,4.1,4,94.63529544,99,4-Aug-16,07.56.41.000000000 AM
Truck 14,3-Aug-16,09.20.17.000000000 PM,21209.85639,364.2,115,227,598,4.1,61,593,4.1,4,97.47435431,107,4-Aug-16,08.20.17.000000000 AM
Truck 14,3-Aug-16,09.47.58.000000000 PM,21210.31778,373.3,93,42,581,4.1,73,607,4.1,4,98.89388374,119,4-Aug-16,08.47.58.000000000 AM
Truck 14,3-Aug-16,10.51.20.000000000 PM,21211.15,348.9,184,5427,691,4.3,61,719,4.4,5,128.7040018,125,4-Aug-16,09.51.20.000000000 AM
Truck 14,4-Aug-16,12.54.16.000000000 AM,21211.74611,366.8,139,93,540,4.3,44,711,4.4,5,127.2844724,119,4-Aug-16,11.54.16.000000000 AM
Truck 14,4-Aug-16,01.20.47.000000000 AM,21212.18806,346.9,106,297,506,4,110,680,4.1,4,94.16211897,120,4-Aug-16,12.20.47.000000000 PM
Truck 14,4-Aug-16,03.02.22.000000000 AM,21213.25,375.8,92,4948,253,1.4,46,615,4.1,4,81.85953056,81,4-Aug-16,02.02.22.000000000 PM
Truck 14,4-Aug-16,04.45.43.000000000 AM,21213.76222,358.5,83,60,589,4.1,45,573,4.1,4,95.5816484,111,4-Aug-16,03.45.43.000000000 PM
Truck 14,4-Aug-16,05.09.10.000000000 AM,21214.15306,340.1,115,62,643,4.1,55,799,5.1,4,114.5087075,144,4-Aug-16,04.09.10.000000000 PM
Truck 14,4-Aug-16,05.44.58.000000000 AM,21214.75,351.1,128,2288,688,4,53,573,4.1,4,94.63529544,106,4-Aug-16,04.44.58.000000000 PM
Truck 14,4-Aug-16,06.49.42.000000000 AM,21215.27361,359.7,117,154,527,4.1,46,593,4.1,4,90.84988363,104,4-Aug-16,05.49.42.000000000 PM
Truck 14,4-Aug-16,07.14.39.000000000 AM,21215.68944,365.5,105,115,598,4.1,182,650,4.3,4,94.16211897,106,4-Aug-16,06.14.39.000000000 PM
Truck 14,4-Aug-16,07.43.19.000000000 AM,21216.16722,341.9,127,49,488,4.1,46,548,4.1,4,85.64494238,92,4-Aug-16,06.43.19.000000000 PM
Truck 14,4-Aug-16,08.24.06.000000000 AM,21216.65,350.4,123,983,668,3.8,133,614,4.1,4,97.00117783,125,4-Aug-16,07.24.06.000000000 PM
Truck 14,4-Aug-16,09.07.50.000000000 AM,21217.32222,341.3,121,68,571,4,43,605,4.1,4,91.3230601,96,4-Aug-16,08.07.50.000000000 PM
Truck 14,4-Aug-16,09.32.15.000000000 AM,21217.72917,314.6,136,31,613,4,100,634,4.1,4,91.3230601,114,4-Aug-16,08.32.15.000000000 PM
Truck 14,4-Aug-16,09.58.32.000000000 AM,21218.16722,374,104,274,516,4.1,60,658,4.1,4,98.89388374,105,4-Aug-16,08.58.32.000000000 PM
Truck 14,4-Aug-16,10.26.33.000000000 AM,21218.63417,340.8,98,210,579,4.1,55,777,5.2,4,126.3381194,105,4-Aug-16,09.26.33.000000000 PM
Truck 14,4-Aug-16,08.25.34.000000000 PM,21220.15,391.7,138,1160,581,2.7,64,969,5.4,5,157.0945904,87,5-Aug-16,07.25.34.000000000 AM
Truck 14,4-Aug-16,09.16.08.000000000 PM,21220.93583,402.9,153,42,770,5.2,49,934,5.6,5,164.6654141,100,5-Aug-16,08.16.08.000000000 AM
Truck 14,4-Aug-16,09.49.58.000000000 PM,21221.49972,335.5,87,119,664,5.4,49,880,5.6,3,149.5237668,102,5-Aug-16,08.49.58.000000000 AM
Truck 14,4-Aug-16,10.21.13.000000000 PM,21222.02056,376.4,105,20,631,5.1,58,788,5.2,4,123.0258841,104,5-Aug-16,09.21.13.000000000 AM
Truck 14,4-Aug-16,10.49.02.000000000 PM,21222.48417,328.2,92,159,640,5.4,55,838,5.2,3,146.2115315,94,5-Aug-16,09.49.02.000000000 AM
Truck 14,4-Aug-16,11.20.00.000000000 PM,21223.00056,349.2,126,194,582,5.1,62,737,5.2,4,121.1331782,89,5-Aug-16,10.20.00.000000000 AM
Truck 14,4-Aug-16,11.49.32.000000000 PM,21223.49278,371.7,136,10,632,5.6,64,856,5.6,5,155.2018845,99,5-Aug-16,10.49.32.000000000 AM
Truck 14,5-Aug-16,12.19.03.000000000 AM,21223.98472,347.3,102,539,696,5.6,43,882,5.4,4,153.3091786,104,5-Aug-16,11.19.03.000000000 AM
Truck 14,5-Aug-16,12.58.18.000000000 AM,21224.63889,337.7,109,15,583,5.2,52,858,5.4,4,146.2115315,101,5-Aug-16,11.58.18.000000000 AM
Truck 14,5-Aug-16,01.26.22.000000000 AM,21225.10667,310.9,104,106,618,5.2,54,818,5.4,4,140.5334137,90,5-Aug-16,12.26.22.000000000 PM
Truck 14,5-Aug-16,01.55.54.000000000 AM,21225.59889,377.3,131,156,612,5.4,57,857,5.4,5,153.3091786,92,5-Aug-16,12.55.54.000000000 PM
Truck 14,5-Aug-16,02.47.49.000000000 AM,21226.25,411.4,117,1163,597,4.1,47,992,6,4,180.7534143,102,5-Aug-16,01.47.49.000000000 PM
Truck 14,5-Aug-16,03.43.55.000000000 AM,21226.85,302.4,109,466,666,5.6,53,830,5.6,3,139.5870608,76,5-Aug-16,02.43.55.000000000 PM
Truck 14,5-Aug-16,04.20.48.000000000 AM,21227.5,357.7,132,386,708,5.4,150,900,5.9,4,138.1675313,113,5-Aug-16,03.20.48.000000000 PM
Truck 14,5-Aug-16,05.00.19.000000000 AM,21228.15861,321.4,84,216,635,5.9,52,893,6.2,4,153.7823551,82,5-Aug-16,04.00.19.000000000 PM
Truck 14,5-Aug-16,05.32.58.000000000 AM,21228.70278,364.4,120,52,562,5.6,62,796,5.7,4,129.6503548,91,5-Aug-16,04.32.58.000000000 PM
Truck 14,5-Aug-16,06.00.35.000000000 AM,21229.16306,331.4,97,71,600,5.7,56,889,6,3,151.4164727,84,5-Aug-16,05.00.35.000000000 PM
Truck 14,5-Aug-16,06.38.33.000000000 AM,21229.75,331.7,131,1775,617,4.3,57,706,4.4,4,120.1868252,86,5-Aug-16,05.38.33.000000000 PM
Truck 14,5-Aug-16,07.35.36.000000000 AM,21230.24056,329.3,107,174,546,4.3,47,696,4.4,4,114.035531,73,5-Aug-16,06.35.36.000000000 PM
Truck 14,5-Aug-16,08.37.15.000000000 AM,21230.85,329.1,101,446,52,0,124,774,4.4,4,103.152472,76,5-Aug-16,07.37.15.000000000 PM
Truck 14,5-Aug-16,09.03.16.000000000 AM,21231.28528,373.7,109,432,552,4.3,49,721,4.4,5,127.2844724,121,5-Aug-16,08.03.16.000000000 PM
Truck 14,5-Aug-16,09.35.36.000000000 AM,21231.82417,377.8,209,264,494,4.3,135,720,4.4,5,132.0162371,130,5-Aug-16,08.35.36.000000000 PM
Truck 14,5-Aug-16,10.07.14.000000000 AM,21232.35139,368.1,185,313,499,4.3,43,682,4.4,5,128.7040018,113,5-Aug-16,09.07.14.000000000 PM
Truck 14,5-Aug-16,10.37.08.000000000 AM,21232.84972,318.7,96,237,530,4.4,44,688,4.4,4,121.6063546,130,5-Aug-16,09.37.08.000000000 PM
Truck 14,5-Aug-16,11.04.52.000000000 AM,21233.31194,333,143,83,472,4.3,48,704,4.4,4,123.0258841,121,5-Aug-16,10.04.52.000000000 PM
Truck 14,5-Aug-16,11.30.04.000000000 AM,21233.73194,305.2,122,281,559,4.3,46,932,6.2,4,159.9336493,121,5-Aug-16,10.30.04.000000000 PM
Truck 14,5-Aug-16,12.03.44.000000000 PM,21234.29306,305.7,128,81,606,5.9,48,840,6,4,161.3531787,110,5-Aug-16,11.03.44.000000000 PM
Truck 14,5-Aug-16,12.33.21.000000000 PM,21234.78667,350.1,97,6,613,5.9,49,928,6,4,162.7727082,114,5-Aug-16,11.33.21.000000000 PM
Truck 14,5-Aug-16,01.02.45.000000000 PM,21235.27667,338.8,87,13,602,5.7,42,890,5.9,3,150.4701198,101,6-Aug-16,12.02.45.000000000 AM
Truck 14,5-Aug-16,01.39.50.000000000 PM,21235.85,359.4,133,2330,682,3,63,924,5.9,4,158.9872963,94,6-Aug-16,12.39.50.000000000 AM
Truck 14,5-Aug-16,02.51.35.000000000 PM,21236.50972,357.2,135,269,677,5.7,42,921,6,5,163.2458846,114,6-Aug-16,01.51.35.000000000 AM
Truck 14,5-Aug-16,03.27.07.000000000 PM,21237.10194,347.7,135,125,630,5.9,45,924,6,5,155.2018845,100,6-Aug-16,02.27.07.000000000 AM
Truck 14,5-Aug-16,03.59.23.000000000 PM,21237.63972,323.7,125,355,681,5.9,47,910,6,4,158.5141199,101,6-Aug-16,02.59.23.000000000 AM
Truck 14,5-Aug-16,04.36.11.000000000 PM,21238.25306,333,126,5,620,5.9,39,941,6,4,151.8896492,110,6-Aug-16,03.36.11.000000000 AM
Truck 14,5-Aug-16,05.13.44.000000000 PM,21238.85,356.5,134,1874,815,5.2,41,916,5.9,4,164.1922376,99,6-Aug-16,04.13.44.000000000 AM
Truck 14,5-Aug-16,06.27.03.000000000 PM,21239.65,339.3,94,921,419,2.5,43,942,6,3,143.3724726,93,6-Aug-16,05.27.03.000000000 AM
Truck 14,5-Aug-16,07.09.02.000000000 PM,21240.12444,333.9,104,1382,836,6,44,858,6,4,169.8703553,128,6-Aug-16,06.09.02.000000000 AM
Truck 14,5-Aug-16,08.23.34.000000000 PM,21241.05,359.2,148,812,552,5.9,51,901,6,5,165.611767,98,6-Aug-16,07.23.34.000000000 AM
Truck 14,5-Aug-16,09.06.21.000000000 PM,21241.69722,333.4,120,162,586,6,54,894,6,4,156.1482375,91,6-Aug-16,08.06.21.000000000 AM
Truck 14,5-Aug-16,09.37.51.000000000 PM,21242.22222,314.5,114,297,573,5.9,52,861,6,4,149.0505903,86,6-Aug-16,08.37.51.000000000 AM
Truck 14,5-Aug-16,10.10.46.000000000 PM,21242.77083,382.5,134,89,572,6,56,928,5.9,5,167.9776494,98,6-Aug-16,09.10.46.000000000 AM
Truck 14,5-Aug-16,10.41.40.000000000 PM,21243.28583,314.8,104,129,579,5.9,66,676,4.4,4,113.0891781,86,6-Aug-16,09.41.40.000000000 AM
Truck 14,5-Aug-16,11.08.42.000000000 PM,21243.73639,351.2,100,120,479,4.4,72,698,4.4,4,119.2404723,101,6-Aug-16,10.08.42.000000000 AM
Truck 14,5-Aug-16,11.34.14.000000000 PM,21244.16194,402.1,121,118,469,4.4,51,694,4.4,5,123.972237,108,6-Aug-16,10.34.14.000000000 AM
Truck 14,5-Aug-16,11.59.27.000000000 PM,21244.58222,307.1,106,152,523,4.4,54,882,6,4,149.0505903,114,6-Aug-16,10.59.27.000000000 AM
Truck 14,6-Aug-16,12.29.18.000000000 AM,21245.07972,316.5,110,44,566,5.9,55,867,6,4,151.4164727,81,6-Aug-16,11.29.18.000000000 AM
Truck 14,6-Aug-16,12.57.47.000000000 AM,21245.55444,372.2,118,217,613,5.9,56,933,6,4,162.7727082,106,6-Aug-16,11.57.47.000000000 AM
Truck 14,6-Aug-16,01.31.26.000000000 AM,21246.11528,398.2,140,144,585,5.9,58,946,6,5,167.0312965,91,6-Aug-16,12.31.26.000000000 PM
Truck 14,6-Aug-16,02.44.18.000000000 AM,21246.85,329.6,118,341,609,4.3,48,888,6,4,153.7823551,119,6-Aug-16,01.44.18.000000000 PM
Truck 14,6-Aug-16,03.19.06.000000000 AM,21247.37333,333.6,121,138,632,5.7,63,884,6,4,150.9432962,100,6-Aug-16,02.19.06.000000000 PM
Truck 14,6-Aug-16,03.51.01.000000000 AM,21247.90528,324.1,102,498,621,5.7,48,884,6,4,151.8896492,96,6-Aug-16,02.51.01.000000000 PM
Truck 14,6-Aug-16,04.44.37.000000000 AM,21248.65,372.6,115,935,652,4.3,76,812,5.7,4,137.2211784,144,6-Aug-16,03.44.37.000000000 PM
Truck 14,6-Aug-16,05.29.37.000000000 AM,21249.41833,325.7,110,170,558,5.6,50,605,3.6,4,111.1964721,80,6-Aug-16,04.29.37.000000000 PM
Truck 14,6-Aug-16,05.55.32.000000000 AM,21249.85028,348.5,129,20,589,5.4,55,911,6,4,149.0505903,86,6-Aug-16,04.55.32.000000000 PM
Truck 14,6-Aug-16,07.04.13.000000000 AM,21250.55,402.5,137,321,564,3.8,52,831,5.7,4,127.7576489,114,6-Aug-16,06.04.13.000000000 PM
Truck 14,6-Aug-16,07.37.17.000000000 AM,21251.06139,341.8,216,57,541,4.9,66,704,4.9,7,110.2501192,74,6-Aug-16,06.37.17.000000000 PM
Truck 14,6-Aug-16,08.30.37.000000000 AM,21251.75,358.7,244,207,50,0.1,84,742,4.9,8,100.7865896,56,6-Aug-16,07.30.37.000000000 PM
Truck 14,6-Aug-16,08.53.41.000000000 AM,21252.09556,338.1,165,73,475,4.8,53,735,5.1,6,113.0891781,88,6-Aug-16,07.53.41.000000000 PM
Truck 14,6-Aug-16,09.19.44.000000000 AM,21252.53,371.1,188,70,525,4.9,49,685,5.1,7,115.9282369,87,6-Aug-16,08.19.44.000000000 PM
Truck 14,6-Aug-16,09.46.06.000000000 AM,21252.96944,371.9,209,38,487,4.9,71,696,5.1,7,114.981884,86,6-Aug-16,08.46.06.000000000 PM
Truck 14,6-Aug-16,10.12.10.000000000 AM,21253.40389,341.1,163,14,479,4.9,46,676,5.1,6,108.8305898,82,6-Aug-16,09.12.10.000000000 PM
Truck 14,6-Aug-16,10.36.05.000000000 AM,21253.8025,334.6,165,7,475,4.9,57,679,5.1,6,108.8305898,73,6-Aug-16,09.36.05.000000000 PM
Truck 14,6-Aug-16,11.00.08.000000000 AM,21254.20333,314.9,191,120,512,4.9,71,643,4.9,7,104.098825,80,6-Aug-16,10.00.08.000000000 PM
Truck 14,6-Aug-16,11.26.49.000000000 AM,21254.64806,324.4,192,44,511,4.8,45,630,4.9,7,104.098825,86,6-Aug-16,10.26.49.000000000 PM
Truck 14,6-Aug-16,11.51.32.000000000 AM,21255.06,330.9,169,13,486,4.8,43,664,5.1,7,105.9915309,93,6-Aug-16,10.51.32.000000000 PM
Truck 14,6-Aug-16,12.15.25.000000000 PM,21255.45806,323.3,142,25,557,4.9,45,674,5.1,6,105.5183544,93,6-Aug-16,11.15.25.000000000 PM
Truck 14,6-Aug-16,12.40.28.000000000 PM,21255.87556,299.1,172,7,490,4.9,49,643,5.1,7,106.9378839,85,6-Aug-16,11.40.28.000000000 PM
Truck 14,6-Aug-16,01.04.07.000000000 PM,21256.26972,322.2,166,48,496,4.9,47,667,5.1,7,107.8842368,84,7-Aug-16,12.04.07.000000000 AM
Truck 14,6-Aug-16,02.06.53.000000000 PM,21256.85,326,171,474,448,3.5,56,686,5.1,6,113.5623545,136,7-Aug-16,01.06.53.000000000 AM
Truck 14,6-Aug-16,02.38.47.000000000 PM,21257.2575,345.3,209,28,479,4.9,46,678,5.1,7,109.7769427,80,7-Aug-16,01.38.47.000000000 AM
Truck 14,6-Aug-16,03.03.46.000000000 PM,21257.67417,355.4,207,8,514,4.9,57,718,5.1,8,115.4550604,101,7-Aug-16,02.03.46.000000000 AM
