MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 4,18-Aug-16,01.41.33.000000000 AM,310.0,100.0,188.0,698.0,3.2,502.0,860.0,3.5,3.0,153.7823551,83.0
Truck 4,18-Aug-16,02.22.19.000000000 AM,348.5,126.0,179.0,608.0,3.3,270.0,917.0,3.6,3.0,165.1385906,88.0
Truck 4,18-Aug-16,02.58.49.000000000 AM,311.9,101.0,197.0,534.0,3.5,347.0,848.0,3.3,3.0,155.2018845,83.0
Truck 4,18-Aug-16,04.05.58.000000000 AM,261.2,128.0,279.0,866.0,5.4,214.0,787.0,3.5,3.0,152.8360021,97.0
Truck 4,18-Aug-16,04.45.29.000000000 AM,326.8,139.0,167.0,544.0,3.3,1593.0,1251.0,5.4,4.0,211.0367088,121.0
Truck 4,18-Aug-16,06.01.25.000000000 AM,305.8,110.0,558.0,847.0,5.2,615.0,851.0,3.5,3.0,168.4508259,112.0
Truck 4,18-Aug-16,06.53.12.000000000 AM,300.8,129.0,49.0,558.0,3.2,1827.0,874.0,3.5,3.0,155.2018845,109.0
Truck 4,18-Aug-16,07.52.52.000000000 AM,328.5,403.0,1974.0,733.0,4.6,396.0,921.0,4.8,6.0,142.8992961,130.0
Truck 4,18-Aug-16,09.09.46.000000000 AM,364.4,77.0,99.0,377.0,1.9,82.0,1059.0,6.4,3.0,121.1331782,117.0
Truck 4,18-Aug-16,09.39.11.000000000 AM,333.8,228.0,19.0,740.0,5.6,87.0,951.0,4.8,3.0,132.4894136,116.0
Truck 4,18-Aug-16,10.14.22.000000000 AM,323.8,375.0,297.0,725.0,4.4,83.0,775.0,4.4,4.0,129.6503548,120.0
Truck 4,18-Aug-16,10.53.34.000000000 AM,298.0,321.0,57.0,667.0,4.4,123.0,789.0,5.6,7.0,122.5527076,136.0
Truck 4,18-Aug-16,12.14.04.000000000 PM,17.2,138.0,0.0,0.0,0.0,733.0,1155.0,7.3,1.0,110.7232957,81.0
Truck 4,18-Aug-16,12.49.18.000000000 PM,377.7,147.0,36.0,863.0,7.2,1703.0,964.0,3.6,4.0,174.6021201,70.0
Truck 4,18-Aug-16,01.53.49.000000000 PM,352.7,87.0,159.0,1497.0,12.0,81.0,937.0,3.5,3.0,243.6858858,116.0
Truck 4,18-Aug-16,02.41.49.000000000 PM,357.3,95.0,278.0,560.0,3.3,344.0,1199.0,5.2,3.0,211.9830618,54.0
Truck 4,18-Aug-16,05.37.10.000000000 PM,350.2,189.0,621.0,358.0,1.9,298.0,298.0,1.9,5.0,55.36164784,63.0
Truck 4,18-Aug-16,06.07.47.000000000 PM,285.8,197.0,46.0,400.0,2.5,323.0,417.0,2.5,5.0,61.03976556,64.0
Truck 4,18-Aug-16,06.31.49.000000000 PM,331.8,112.0,225.0,837.0,4.6,73.0,1461.0,7.5,4.0,209.1440029,199.0
Truck 4,18-Aug-16,08.04.21.000000000 PM,351.1,597.0,1127.0,576.0,3.6,615.0,871.0,3.8,4.0,152.3628257,85.0
Truck 4,18-Aug-16,09.10.05.000000000 PM,371.6,147.0,113.0,635.0,3.5,613.0,938.0,3.6,4.0,170.3435318,97.0
Truck 4,18-Aug-16,10.15.39.000000000 PM,362.3,164.0,165.0,424.0,2.4,64.0,874.0,5.4,4.0,111.6696486,88.0
Truck 4,18-Aug-16,10.45.02.000000000 PM,324.5,168.0,220.0,757.0,5.6,66.0,833.0,5.4,4.0,133.9089431,99.0
Truck 4,18-Aug-16,11.20.31.000000000 PM,335.9,141.0,31.0,885.0,6.8,146.0,841.0,3.5,4.0,166.0849435,80.0
Truck 4,18-Aug-16,11.56.03.000000000 PM,271.9,115.0,25.0,644.0,3.8,142.0,856.0,3.2,3.0,121.6063546,71.0
Truck 4,19-Aug-16,12.27.00.000000000 AM,330.0,242.0,1664.0,2382.0,16.0,93.0,736.0,3.6,6.0,258.827533,166.0
Truck 4,19-Aug-16,01.55.52.000000000 AM,307.3,203.0,27.0,451.0,2.4,238.0,944.0,5.4,6.0,105.0451779,77.0
Truck 4,19-Aug-16,02.28.15.000000000 AM,286.4,91.0,147.0,1195.0,7.6,90.0,981.0,4.1,3.0,176.494826,94.0
Truck 4,19-Aug-16,03.11.44.000000000 AM,355.9,137.0,32.0,717.0,4.0,146.0,638.0,2.4,4.0,112.6160016,73.0
Truck 4,19-Aug-16,10.25.46.000000000 AM,10.1,21.0,146.0,259.0,1.2,2754.0,1699.0,9.1,1.0,202.5195323,156.0
Truck 4,19-Aug-16,03.14.29.000000000 PM,403.0,118.0,15.0,433.0,2.0,74.0,771.0,5.2,4.0,106.9378839,106.0
Truck 4,19-Aug-16,03.38.59.000000000 PM,348.8,194.0,2338.0,1054.0,7.2,1289.0,1118.0,4.8,4.0,245.5785917,148.0
Truck 4,19-Aug-16,05.23.00.000000000 PM,334.1,150.0,748.0,562.0,2.8,428.0,211.0,0.9,4.0,45.42494181,79.0
Truck 4,19-Aug-16,05.59.27.000000000 PM,372.9,2349.0,17.0,177.0,0.9,256.0,644.0,2.5,4.0,97.00117783,71.0
Truck 4,19-Aug-16,08.02.56.000000000 PM,331.5,122.0,992.0,1235.0,3.6,119.0,1247.0,6.0,4.0,206.3049441,128.0
Truck 4,19-Aug-16,09.07.29.000000000 PM,350.8,114.0,45.0,843.0,5.6,111.0,1229.0,5.2,4.0,202.9927087,101.0
Truck 4,19-Aug-16,09.48.09.000000000 PM,335.9,106.0,375.0,623.0,2.5,1332.0,214.0,0.4,4.0,46.84447125,72.0
Truck 4,20-Aug-16,09.45.06.000000000 AM,330.0,341.0,316.0,766.0,4.4,1036.0,655.0,3.2,6.0,101.7329426,144.0
Truck 4,20-Aug-16,10.39.10.000000000 AM,369.4,160.0,413.0,497.0,2.4,195.0,899.0,4.0,4.0,157.0945904,91.0
Truck 4,20-Aug-16,12.40.57.000000000 PM,355.8,220.0,178.0,657.0,4.0,570.0,1005.0,4.0,5.0,177.9143554,75.0
Truck 4,20-Aug-16,01.26.40.000000000 PM,312.9,170.0,75.0,386.0,2.0,61.0,911.0,5.2,4.0,122.5527076,49.0
Truck 4,20-Aug-16,01.54.31.000000000 PM,395.6,136.0,253.0,585.0,4.3,69.0,802.0,3.6,4.0,131.5430607,60.0
Truck 4,20-Aug-16,02.26.35.000000000 PM,379.2,124.0,280.0,581.0,3.6,94.0,828.0,3.6,4.0,132.9625901,59.0
Truck 4,20-Aug-16,02.59.45.000000000 PM,332.4,151.0,576.0,635.0,3.6,251.0,463.0,2.5,5.0,77.12776579,65.0
Truck 4,20-Aug-16,03.35.50.000000000 PM,329.0,160.0,255.0,279.0,0.8,1644.0,1004.0,6.0,4.0,139.1138843,94.0
Truck 4,20-Aug-16,04.33.54.000000000 PM,333.1,130.0,356.0,886.0,7.5,485.0,643.0,2.7,4.0,141.0065902,66.0
Truck 4,20-Aug-16,05.17.20.000000000 PM,341.4,193.0,210.0,199.0,0.6,309.0,749.0,5.4,6.0,111.6696486,69.0
Truck 4,20-Aug-16,05.46.09.000000000 PM,359.4,219.0,75.0,658.0,5.6,59.0,735.0,5.4,6.0,127.2844724,80.0
Truck 4,20-Aug-16,06.16.28.000000000 PM,338.2,109.0,132.0,795.0,5.9,648.0,643.0,2.5,4.0,132.9625901,60.0
Truck 4,20-Aug-16,06.56.53.000000000 PM,353.6,245.0,28.0,448.0,2.4,624.0,1011.0,4.1,4.0,169.8703553,47.0
Truck 4,20-Aug-16,08.03.14.000000000 PM,368.5,154.0,255.0,694.0,4.1,92.0,916.0,3.3,5.0,164.1922376,110.0
Truck 4,20-Aug-16,08.39.56.000000000 PM,341.7,443.0,25.0,435.0,2.5,85.0,509.0,2.5,6.0,69.55694215,45.0
Truck 4,20-Aug-16,09.05.56.000000000 PM,305.5,290.0,81.0,898.0,4.0,206.0,510.0,2.4,7.0,110.7232957,174.0
Truck 4,20-Aug-16,09.40.25.000000000 PM,346.6,125.0,430.0,720.0,2.5,242.0,790.0,2.8,4.0,132.9625901,78.0
Truck 4,20-Aug-16,10.20.29.000000000 PM,353.2,141.0,155.0,646.0,2.4,111.0,736.0,2.8,4.0,125.3917665,71.0
Truck 4,20-Aug-16,10.51.33.000000000 PM,346.1,245.0,144.0,580.0,2.2,247.0,656.0,2.5,4.0,116.8745899,40.0
Truck 4,20-Aug-16,11.24.05.000000000 PM,292.8,187.0,819.0,504.0,2.4,529.0,1148.0,6.4,5.0,146.6847079,90.0
Truck 4,21-Aug-16,12.19.27.000000000 AM,303.2,236.0,12.0,996.0,5.7,2400.0,1022.0,5.6,5.0,162.2995317,130.0
Truck 4,21-Aug-16,01.40.32.000000000 AM,316.5,307.0,217.0,1032.0,5.7,249.0,637.0,2.5,4.0,132.9625901,86.0
Truck 4,21-Aug-16,03.02.30.000000000 AM,354.9,100.0,210.0,1025.0,4.4,822.0,1091.0,4.4,4.0,191.6364733,124.0
Truck 4,21-Aug-16,04.21.05.000000000 AM,307.5,383.0,617.0,982.0,4.4,1040.0,607.0,2.4,6.0,123.4990606,119.0
Truck 4,21-Aug-16,05.24.02.000000000 AM,332.3,114.0,13.0,455.0,2.2,105.0,1015.0,4.1,4.0,147.1578844,86.0
Truck 4,21-Aug-16,05.53.35.000000000 AM,0.0,18.0,62.0,709.0,4.0,884.0,863.0,3.2,1.0,132.4894136,153.0
Truck 4,21-Aug-16,06.37.37.000000000 AM,331.8,152.0,199.0,625.0,2.7,91.0,485.0,2.7,4.0,78.07411874,110.0
Truck 4,21-Aug-16,07.04.33.000000000 AM,314.4,201.0,33.0,191.0,1.1,462.0,1034.0,5.9,4.0,122.5527076,105.0
Truck 4,21-Aug-16,07.37.56.000000000 AM,336.7,169.0,2491.0,1080.0,6.4,253.0,1205.0,4.9,5.0,220.9734149,169.0
Truck 4,21-Aug-16,09.08.12.000000000 AM,374.4,337.0,176.0,563.0,2.5,121.0,1057.0,5.1,5.0,158.0409434,128.0
Truck 4,21-Aug-16,09.47.19.000000000 AM,354.3,184.0,231.0,628.0,4.3,101.0,482.0,2.5,4.0,68.13741272,98.0
Truck 4,21-Aug-16,10.15.34.000000000 AM,298.9,191.0,43.0,166.0,0.6,186.0,841.0,5.4,4.0,99.36706022,91.0
Truck 5,22-Jul-16,12.21.04.000000000 AM,346.6,136.0,4.0,384.0,2.0,89.0,392.0,2.0,4.0,61.03976556,49.0
Truck 5,22-Jul-16,12.38.30.000000000 AM,403.0,176.0,3.0,366.0,2.0,56.0,394.0,2.0,4.0,63.40564795,58.0
Truck 5,22-Jul-16,12.55.45.000000000 AM,348.7,109.0,2394.0,408.0,2.0,81.0,348.0,2.0,4.0,73.34235397,74.0
Truck 5,22-Jul-16,01.53.38.000000000 AM,362.2,111.0,91.0,531.0,3.8,110.0,423.0,2.7,4.0,70.97647158,86.0
Truck 5,22-Jul-16,02.15.34.000000000 AM,388.6,130.0,14.0,171.0,0.6,50.0,349.0,2.0,4.0,56.78117727,57.0
Truck 5,22-Jul-16,02.27.55.000000000 AM,317.7,103.0,30.0,1030.0,6.7,1041.0,1106.0,5.7,3.0,213.8757677,113.0
Truck 5,22-Jul-16,04.14.48.000000000 AM,354.1,403.0,1072.0,889.0,4.8,55.0,868.0,4.6,5.0,147.6310609,141.0
Truck 5,22-Jul-16,05.11.44.000000000 AM,365.9,146.0,705.0,741.0,4.6,183.0,730.0,3.5,5.0,120.1868252,105.0
Truck 5,22-Jul-16,05.55.09.000000000 AM,325.6,128.0,130.0,782.0,3.0,775.0,755.0,2.7,3.0,128.7040018,123.0
Truck 5,22-Jul-16,06.39.40.000000000 AM,371.1,206.0,15.0,271.0,1.4,135.0,1207.0,6.5,4.0,141.9529432,136.0
Truck 5,22-Jul-16,07.11.28.000000000 AM,348.5,525.0,41.0,770.0,5.6,93.0,411.0,2.0,5.0,90.84988363,110.0
Truck 5,22-Jul-16,07.43.22.000000000 AM,322.9,211.0,437.0,418.0,2.0,2170.0,442.0,2.0,5.0,79.49364817,91.0
Truck 5,22-Jul-16,08.47.07.000000000 AM,328.6,200.0,88.0,561.0,2.8,72.0,1237.0,6.8,5.0,188.3242379,146.0
Truck 5,22-Jul-16,09.24.33.000000000 AM,363.0,128.0,712.0,780.0,5.1,463.0,1020.0,6.0,4.0,136.7480019,143.0
Truck 5,22-Jul-16,10.18.22.000000000 AM,392.1,207.0,311.0,776.0,5.9,62.0,712.0,3.3,5.0,126.8112959,119.0
Truck 5,22-Jul-16,10.54.13.000000000 AM,358.8,133.0,595.0,631.0,3.6,991.0,1041.0,4.4,4.0,159.9336493,146.0
Truck 5,22-Jul-16,12.45.58.000000000 PM,400.2,121.0,1000.0,888.0,4.4,1317.0,1187.0,4.1,3.0,186.431532,98.0
Truck 5,22-Jul-16,02.35.42.000000000 PM,297.7,180.0,686.0,818.0,3.6,55.0,884.0,3.6,4.0,143.3724726,53.0
Truck 5,22-Jul-16,03.21.11.000000000 PM,351.4,206.0,276.0,802.0,3.5,590.0,1209.0,4.1,5.0,158.9872963,52.0
Truck 5,22-Jul-16,04.14.38.000000000 PM,388.0,375.0,1870.0,528.0,1.9,124.0,541.0,2.0,6.0,78.07411874,43.0
Truck 5,22-Jul-16,05.14.15.000000000 PM,370.5,200.0,24.0,993.0,4.9,102.0,1097.0,4.0,4.0,164.1922376,70.0
Truck 5,22-Jul-16,05.56.08.000000000 PM,345.7,125.0,956.0,992.0,4.6,531.0,684.0,2.2,4.0,125.3917665,65.0
Truck 5,22-Jul-16,06.53.09.000000000 PM,366.2,150.0,465.0,296.0,1.1,757.0,607.0,2.7,4.0,63.87882443,61.0
Truck 5,22-Jul-16,09.32.12.000000000 PM,343.4,166.0,252.0,347.0,2.2,424.0,1341.0,5.4,5.0,167.0312965,63.0
Truck 5,22-Jul-16,10.16.04.000000000 PM,366.4,96.0,178.0,482.0,2.7,431.0,1155.0,6.2,3.0,133.4357666,49.0
Truck 5,22-Jul-16,10.56.39.000000000 PM,336.6,162.0,121.0,825.0,5.9,63.0,714.0,3.2,4.0,132.0162371,47.0
Truck 5,22-Jul-16,11.29.16.000000000 PM,346.0,241.0,18.0,390.0,1.7,99.0,1091.0,6.0,4.0,118.7672958,55.0
Truck 5,23-Jul-16,12.01.08.000000000 AM,344.5,161.0,1197.0,809.0,5.2,103.0,1272.0,7.0,5.0,212.4562383,73.0
Truck 5,23-Jul-16,01.02.34.000000000 AM,334.0,129.0,251.0,845.0,6.5,156.0,709.0,2.8,4.0,116.8745899,49.0
Truck 5,23-Jul-16,01.38.49.000000000 AM,313.0,156.0,85.0,493.0,2.7,1867.0,1374.0,7.2,5.0,193.0560027,80.0
Truck 5,23-Jul-16,02.47.43.000000000 AM,390.7,277.0,37.0,780.0,5.6,65.0,460.0,2.0,4.0,95.5816484,54.0
Truck 5,23-Jul-16,03.15.47.000000000 AM,385.0,241.0,406.0,483.0,2.2,58.0,374.0,2.2,4.0,65.29835386,49.0
Truck 5,23-Jul-16,04.24.41.000000000 AM,303.5,261.0,2093.0,665.0,1.4,160.0,496.0,2.2,6.0,96.52800135,86.0
Truck 5,23-Jul-16,07.47.25.000000000 AM,113.0,430.0,0.0,0.0,0.0,7906.0,1433.0,5.4,1.0,64.82517738,87.0
Truck 5,25-Jul-16,02.42.46.000000000 PM,362.4,124.0,775.0,1324.0,8.0,335.0,507.0,2.2,3.0,139.5870608,86.0
Truck 5,25-Jul-16,03.35.54.000000000 PM,320.6,172.0,5.0,345.0,2.0,76.0,522.0,2.2,4.0,70.97647158,55.0
Truck 5,25-Jul-16,03.55.20.000000000 PM,374.8,140.0,23.0,744.0,5.1,137.0,1324.0,6.5,4.0,202.9927087,123.0
Truck 5,25-Jul-16,04.36.25.000000000 PM,336.2,95.0,54.0,569.0,3.8,399.0,708.0,2.5,3.0,113.5623545,82.0
Truck 5,25-Jul-16,05.08.04.000000000 PM,384.6,180.0,161.0,713.0,2.4,1079.0,867.0,2.5,4.0,129.6503548,116.0
Truck 5,25-Jul-16,06.00.05.000000000 PM,324.8,82.0,1788.0,437.0,2.8,65.0,599.0,2.2,3.0,117.8209428,87.0
Truck 5,25-Jul-16,06.51.35.000000000 PM,391.9,138.0,6.0,191.0,1.1,695.0,463.0,2.8,4.0,60.56658908,67.0
Truck 5,25-Jul-16,07.17.27.000000000 PM,369.4,144.0,83.0,420.0,2.8,71.0,676.0,3.0,4.0,111.1964721,87.0
Truck 5,25-Jul-16,08.09.27.000000000 PM,355.4,116.0,395.0,543.0,3.3,254.0,663.0,3.5,4.0,85.1717659,101.0
Truck 5,25-Jul-16,08.43.40.000000000 PM,352.2,133.0,39.0,393.0,2.7,1644.0,1063.0,4.1,4.0,159.4604728,102.0
Truck 5,25-Jul-16,09.40.21.000000000 PM,328.6,169.0,278.0,638.0,3.8,357.0,677.0,2.7,4.0,108.3574133,106.0
Truck 5,25-Jul-16,10.17.06.000000000 PM,378.8,151.0,44.0,446.0,2.5,47.0,702.0,2.7,4.0,111.1964721,99.0
Truck 5,25-Jul-16,10.41.12.000000000 PM,405.4,146.0,343.0,472.0,2.5,216.0,773.0,2.7,4.0,117.3477664,107.0
Truck 5,25-Jul-16,11.15.00.000000000 PM,354.5,130.0,632.0,1006.0,6.8,403.0,1182.0,3.6,4.0,183.5924732,149.0
Truck 5,26-Jul-16,12.13.07.000000000 AM,370.9,298.0,89.0,467.0,2.7,58.0,747.0,3.5,4.0,103.6256485,70.0
Truck 5,26-Jul-16,12.41.53.000000000 AM,405.9,182.0,274.0,682.0,3.5,2130.0,984.0,4.0,5.0,168.4508259,98.0
Truck 5,26-Jul-16,02.17.28.000000000 AM,318.3,141.0,510.0,586.0,3.6,100.0,709.0,3.0,4.0,112.6160016,100.0
Truck 5,26-Jul-16,02.52.58.000000000 AM,326.8,117.0,24.0,516.0,3.5,817.0,1082.0,3.6,3.0,159.4604728,81.0
Truck 5,26-Jul-16,04.17.08.000000000 AM,370.1,358.0,672.0,920.0,3.8,2715.0,1252.0,4.1,4.0,180.7534143,55.0
Truck 5,26-Jul-16,05.59.42.000000000 AM,338.2,164.0,103.0,818.0,4.0,1872.0,1104.0,3.6,4.0,167.0312965,70.0
Truck 5,26-Jul-16,07.10.06.000000000 AM,313.2,132.0,36.0,1377.0,5.2,2622.0,1673.0,5.7,4.0,231.8564738,65.0
Truck 5,26-Jul-16,08.51.20.000000000 AM,347.6,227.0,149.0,1069.0,4.0,756.0,966.0,3.2,5.0,123.972237,50.0
Truck 5,26-Jul-16,09.46.07.000000000 AM,341.7,144.0,75.0,672.0,2.4,200.0,698.0,2.4,4.0,107.8842368,56.0
Truck 5,26-Jul-16,10.17.09.000000000 AM,362.6,191.0,800.0,426.0,1.2,84.0,711.0,3.0,5.0,102.6792956,56.0
Truck 5,26-Jul-16,10.55.30.000000000 AM,339.6,136.0,880.0,726.0,3.8,782.0,1490.0,8.1,4.0,187.8510615,118.0
Truck 5,26-Jul-16,01.04.35.000000000 PM,328.1,208.0,103.0,642.0,3.6,300.0,797.0,3.0,4.0,120.1868252,79.0
Truck 5,26-Jul-16,01.40.08.000000000 PM,342.1,260.0,32.0,440.0,2.4,562.0,651.0,2.2,4.0,108.3574133,91.0
Truck 5,26-Jul-16,02.13.51.000000000 PM,342.6,176.0,9.0,561.0,3.5,100.0,1270.0,3.6,4.0,167.9776494,83.0
Truck 5,26-Jul-16,02.50.33.000000000 PM,409.7,205.0,380.0,491.0,2.5,135.0,1221.0,3.8,4.0,166.55812,83.0
Truck 5,26-Jul-16,03.56.19.000000000 PM,5.0,41.0,2040.0,137.0,0.1,647.0,1716.0,8.4,1.0,183.1192967,99.0
Truck 5,26-Jul-16,05.15.47.000000000 PM,341.3,150.0,152.0,660.0,5.9,168.0,453.0,2.2,4.0,79.49364817,57.0
Truck 5,26-Jul-16,05.43.13.000000000 PM,362.5,165.0,10.0,339.0,2.2,71.0,428.0,2.2,4.0,66.24470681,50.0
Truck 5,26-Jul-16,06.00.46.000000000 PM,355.2,125.0,359.0,846.0,5.1,304.0,810.0,2.4,4.0,128.2308253,123.0
Truck 5,26-Jul-16,06.43.08.000000000 PM,340.1,327.0,57.0,528.0,3.3,66.0,1544.0,4.0,4.0,187.8510615,112.0
Truck 5,26-Jul-16,08.12.33.000000000 PM,344.8,150.0,827.0,770.0,5.4,463.0,1454.0,3.8,4.0,191.6364733,100.0
Truck 5,26-Jul-16,09.16.04.000000000 PM,322.2,120.0,137.0,593.0,3.0,144.0,921.0,3.0,4.0,124.91859,97.0
Truck 5,26-Jul-16,09.49.15.000000000 PM,325.3,118.0,330.0,632.0,3.2,150.0,848.0,2.8,4.0,122.5527076,87.0
Truck 5,27-Jul-16,07.42.57.000000000 AM,309.4,160.0,337.0,318.0,1.6,2073.0,912.0,5.2,5.0,127.7576489,93.0
Truck 5,27-Jul-16,08.48.51.000000000 AM,365.3,256.0,135.0,524.0,4.4,73.0,646.0,3.5,5.0,100.3134132,54.0
Truck 5,27-Jul-16,09.17.09.000000000 AM,377.3,141.0,24.0,496.0,3.2,184.0,616.0,2.2,4.0,104.5720015,80.0
Truck 5,27-Jul-16,09.42.28.000000000 AM,369.8,172.0,711.0,307.0,1.7,55.0,788.0,4.6,4.0,118.2941193,71.0
Truck 5,27-Jul-16,10.17.42.000000000 AM,374.6,185.0,816.0,592.0,4.8,61.0,721.0,4.1,5.0,133.9089431,92.0
Truck 5,27-Jul-16,10.58.52.000000000 AM,338.0,163.0,14.0,598.0,5.2,58.0,775.0,4.3,4.0,126.3381194,86.0
Truck 5,27-Jul-16,11.26.45.000000000 AM,385.8,164.0,409.0,515.0,4.1,410.0,548.0,3.2,4.0,80.91317761,94.0
Truck 5,27-Jul-16,12.27.46.000000000 PM,379.4,291.0,39.0,319.0,2.2,1655.0,930.0,4.8,5.0,135.3284725,106.0
Truck 5,27-Jul-16,01.23.49.000000000 PM,314.6,186.0,1022.0,608.0,3.8,633.0,830.0,3.8,4.0,152.8360021,107.0
Truck 5,27-Jul-16,02.20.41.000000000 PM,363.6,181.0,378.0,766.0,5.2,84.0,1198.0,5.4,4.0,209.1440029,109.0
Truck 5,27-Jul-16,03.38.53.000000000 PM,325.4,183.0,345.0,395.0,1.7,1816.0,1315.0,7.2,5.0,187.377885,141.0
Truck 5,27-Jul-16,04.49.11.000000000 PM,353.1,141.0,172.0,685.0,5.2,127.0,839.0,4.8,4.0,119.7136487,69.0
Truck 5,27-Jul-16,05.23.15.000000000 PM,361.0,160.0,62.0,949.0,6.4,419.0,677.0,2.8,3.0,125.3917665,93.0
Truck 5,27-Jul-16,06.02.34.000000000 PM,315.2,157.0,136.0,372.0,2.2,363.0,787.0,3.0,4.0,106.9378839,68.0
Truck 5,27-Jul-16,06.34.01.000000000 PM,370.8,320.0,47.0,704.0,3.6,511.0,1337.0,5.4,4.0,214.8221207,101.0
Truck 5,27-Jul-16,07.24.37.000000000 PM,394.5,196.0,14.0,641.0,4.4,3354.0,820.0,3.0,4.0,125.3917665,111.0
Truck 5,28-Jul-16,10.32.24.000000000 PM,388.3,193.0,710.0,936.0,5.9,52.0,1120.0,6.0,4.0,211.5098853,114.0
Truck 5,28-Jul-16,11.24.37.000000000 PM,345.1,296.0,83.0,754.0,5.4,76.0,899.0,5.4,5.0,141.4797667,119.0
Truck 5,29-Jul-16,12.01.10.000000000 AM,346.2,158.0,107.0,600.0,5.4,48.0,901.0,5.6,5.0,136.2748254,73.0
Truck 5,29-Jul-16,12.32.36.000000000 AM,362.8,157.0,94.0,923.0,6.2,2752.0,813.0,3.2,4.0,155.2018845,109.0
Truck 5,29-Jul-16,01.54.45.000000000 AM,339.0,179.0,390.0,572.0,2.8,261.0,695.0,2.7,4.0,112.6160016,112.0
Truck 5,29-Jul-16,02.31.06.000000000 AM,345.3,119.0,341.0,558.0,3.5,646.0,1015.0,3.8,4.0,167.0312965,93.0
Truck 5,29-Jul-16,03.17.32.000000000 AM,387.4,153.0,687.0,660.0,3.2,52.0,208.0,1.7,4.0,68.6105892,85.0
Truck 5,29-Jul-16,04.17.39.000000000 AM,383.9,138.0,537.0,993.0,5.2,77.0,1051.0,3.6,4.0,176.0216495,67.0
Truck 5,29-Jul-16,05.06.07.000000000 AM,371.3,188.0,176.0,686.0,2.7,79.0,1313.0,6.2,4.0,173.1825907,68.0
Truck 5,29-Jul-16,12.38.00.000000000 PM,246.6,236.0,287.0,534.0,3.5,175.0,462.0,2.2,4.0,77.12776579,117.0
Truck 5,29-Jul-16,01.07.20.000000000 PM,318.9,258.0,89.0,392.0,2.2,405.0,448.0,2.2,5.0,72.86917749,97.0
Truck 5,29-Jul-16,04.20.29.000000000 PM,350.8,355.0,718.0,472.0,4.6,1161.0,1073.0,3.8,6.0,180.2802378,103.0
Truck 5,29-Jul-16,05.26.01.000000000 PM,325.4,145.0,602.0,1170.0,7.0,95.0,700.0,3.5,4.0,151.8896492,102.0
Truck 5,29-Jul-16,06.13.01.000000000 PM,352.1,115.0,35.0,747.0,4.9,61.0,1261.0,7.5,3.0,181.2265908,139.0
Truck 5,29-Jul-16,06.51.31.000000000 PM,401.9,307.0,149.0,841.0,5.4,53.0,594.0,3.0,6.0,108.3574133,104.0
Truck 5,29-Jul-16,08.32.17.000000000 PM,366.5,190.0,372.0,501.0,2.0,80.0,624.0,2.8,5.0,86.11811885,95.0
Truck 5,29-Jul-16,09.02.56.000000000 PM,417.9,122.0,479.0,928.0,5.7,750.0,1302.0,5.4,2.0,210.5635324,104.0
Truck 5,29-Jul-16,10.05.00.000000000 PM,344.8,159.0,647.0,560.0,3.5,1611.0,927.0,3.6,6.0,160.4068258,66.0
Truck 5,29-Jul-16,11.12.41.000000000 PM,357.0,169.0,477.0,585.0,3.5,153.0,890.0,3.6,5.0,149.9969433,68.0
Truck 5,29-Jul-16,11.52.07.000000000 PM,329.5,132.0,30.0,409.0,1.9,68.0,652.0,3.2,4.0,81.85953056,66.0
Truck 5,30-Jul-16,12.14.29.000000000 AM,344.6,202.0,77.0,456.0,2.4,63.0,472.0,2.4,5.0,70.03011863,71.0
Truck 5,30-Jul-16,12.36.30.000000000 AM,411.5,157.0,105.0,719.0,4.4,2374.0,978.0,4.4,4.0,144.792002,92.0
Truck 5,30-Jul-16,01.51.35.000000000 AM,334.9,138.0,46.0,523.0,3.0,1790.0,1128.0,5.2,4.0,134.3821195,103.0
Truck 5,30-Jul-16,02.54.25.000000000 AM,350.4,131.0,1181.0,740.0,3.6,896.0,1656.0,7.5,3.0,202.5195323,119.0
Truck 5,30-Jul-16,04.40.14.000000000 AM,345.0,245.0,722.0,1524.0,7.2,457.0,617.0,2.2,5.0,109.7769427,106.0
Truck 5,30-Jul-16,05.41.59.000000000 AM,406.6,233.0,250.0,426.0,1.2,447.0,1192.0,4.4,5.0,125.8649429,63.0
Truck 5,30-Jul-16,06.26.10.000000000 AM,282.7,168.0,389.0,954.0,3.2,131.0,601.0,2.2,4.0,79.49364817,56.0
Truck 5,30-Jul-16,07.41.01.000000000 AM,330.0,242.0,2834.0,1213.0,4.6,69.0,702.0,2.4,3.0,131.0698842,70.0
Truck 5,30-Jul-16,09.08.44.000000000 AM,375.9,186.0,204.0,872.0,2.8,316.0,891.0,2.8,3.0,118.2941193,61.0
Truck 5,30-Jul-16,09.51.32.000000000 AM,323.1,103.0,29.0,703.0,2.5,412.0,725.0,2.4,4.0,106.4647074,48.0
Truck 5,30-Jul-16,10.25.43.000000000 AM,348.1,167.0,26.0,396.0,1.6,423.0,745.0,3.5,5.0,95.10847192,51.0
Truck 5,30-Jul-16,10.56.11.000000000 AM,354.9,115.0,19.0,704.0,3.2,1473.0,657.0,2.4,3.0,111.6696486,44.0
