MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_LOCAL
Truck 1,31-Jul-16,12.42.36.000000000 AM,269.3,293,151,502,2.4,91,579,2.4,5,87.53764829,63,30-JUL-16 07.42.36.000000000 PM
Truck 1,31-Jul-16,01.10.39.000000000 AM,312.5,283,2079,1922,9.2,139,720,2.4,4,205.8317676,138,30-JUL-16 08.10.39.000000000 PM
Truck 1,31-Jul-16,03.05.14.000000000 AM,377.4,145,282,1297,4,1058,1944,8,5,273.9691803,132,30-JUL-16 10.05.14.000000000 PM
Truck 1,31-Jul-16,04.56.18.000000000 AM,348,334,2734,1059,5.6,74,936,4.3,5,186.9047085,77,30-JUL-16 11.56.18.000000000 PM
Truck 1,31-Jul-16,06.25.33.000000000 AM,305,141,5,715,4.6,68,946,4.8,4,149.9969433,82,31-JUL-16 01.25.33.000000000 AM
Truck 1,31-Jul-16,06.58.09.000000000 AM,349.7,163,12,711,4.6,4140,1144,4.6,4,173.6557671,109,31-JUL-16 01.58.09.000000000 AM
Truck 1,31-Jul-16,08.45.16.000000000 AM,274.1,163,2462,1794,7.6,66,501,2.4,4,165.1385906,129,31-JUL-16 03.45.16.000000000 AM
Truck 1,31-Jul-16,10.11.56.000000000 AM,322.2,142,248,1081,4.8,2829,1420,6.5,4,238.007768,126,31-JUL-16 05.11.56.000000000 AM
Truck 1,31-Jul-16,12.34.28.000000000 PM,328.4,235,341,752,4.1,146,1410,6.5,7,212.4562383,90,31-JUL-16 07.34.28.000000000 AM
Truck 1,31-Jul-16,01.24.36.000000000 PM,381.1,148,76,791,6,83,881,4.6,4,157.5677669,73,31-JUL-16 08.24.36.000000000 AM
Truck 1,31-Jul-16,01.58.58.000000000 PM,320.7,225,1070,1082,5.9,373,924,3.6,6,198.7341204,78,31-JUL-16 08.58.58.000000000 AM
Truck 1,31-Jul-16,03.02.46.000000000 PM,327.9,134,1483,979,4.6,568,764,2.5,3,156.621414,59,31-JUL-16 10.02.46.000000000 AM
Truck 1,31-Jul-16,04.10.59.000000000 PM,361.8,294,168,589,2.5,847,825,2.4,5,138.1675313,57,31-JUL-16 11.10.59.000000000 AM
Truck 1,31-Jul-16,04.58.15.000000000 PM,400.7,113,376,484,2.4,1619,1137,4.4,4,197.314591,79,31-JUL-16 11.58.15.000000000 AM
Truck 1,31-Jul-16,06.16.20.000000000 PM,335.4,130,241,845,4.1,1061,980,3.8,4,180.2802378,66,31-JUL-16 01.16.20.000000000 PM
Truck 1,31-Jul-16,07.12.54.000000000 PM,387.2,135,103,854,4.4,600,796,2.7,4,158.5141199,75,31-JUL-16 02.12.54.000000000 PM
Truck 1,31-Jul-16,08.42.47.000000000 PM,347.1,131,450,505,2.7,67,1010,4.3,4,171.7630612,79,31-JUL-16 03.42.47.000000000 PM
Truck 1,31-Jul-16,09.20.22.000000000 PM,401.7,277,50,770,4,492,1071,5.1,4,184.5388261,84,31-JUL-16 04.20.22.000000000 PM
Truck 1,31-Jul-16,10.06.35.000000000 PM,403.7,143,16,730,4.3,327,1343,6,4,202.5195323,77,31-JUL-16 05.06.35.000000000 PM
Truck 1,1-Aug-16,04.42.28.000000000 AM,338.3,156,70,917,3.5,2622,928,3.6,4,182.6461202,88,31-JUL-16 11.42.28.000000000 PM
Truck 1,1-Aug-16,06.03.54.000000000 AM,343.6,139,23,923,4,321,1528,8.1,4,208.19765,138,01-AUG-16 01.03.54.000000000 AM
Truck 1,1-Aug-16,06.54.54.000000000 AM,337.6,291,9,920,5.9,1034,786,4.3,5,156.621414,117,01-AUG-16 01.54.54.000000000 AM
Truck 1,1-Aug-16,07.47.42.000000000 AM,347.6,170,2779,885,3.6,202,1687,8.9,5,224.7588267,179,01-AUG-16 02.47.42.000000000 AM
Truck 1,1-Aug-16,09.27.05.000000000 AM,328.8,120,798,1044,5.7,2199,1106,4.4,4,216.2416501,127,01-AUG-16 04.27.05.000000000 AM
Truck 1,1-Aug-16,12.37.16.000000000 PM,367.2,153,537,683,2.4,157,777,3,4,123.972237,98,01-AUG-16 07.37.16.000000000 AM
Truck 1,1-Aug-16,01.17.21.000000000 PM,336.8,119,70,1097,5.1,708,1027,4.3,4,196.8414145,95,01-AUG-16 08.17.21.000000000 AM
Truck 1,1-Aug-16,02.09.49.000000000 PM,366.8,148,51,517,2.2,118,719,3,4,109.3037662,62,01-AUG-16 09.09.49.000000000 AM
Truck 1,1-Aug-16,02.36.48.000000000 PM,360.8,154,371,838,4.1,110,1065,4.8,5,162.2995317,94,01-AUG-16 09.36.48.000000000 AM
Truck 1,1-Aug-16,03.20.54.000000000 PM,346.9,112,67,964,6,522,1059,4.3,4,199.6804734,91,01-AUG-16 10.20.54.000000000 AM
Truck 1,1-Aug-16,04.08.12.000000000 PM,328.7,245,2326,1777,10.2,1774,932,3.6,5,274.4423568,130,01-AUG-16 11.08.12.000000000 AM
Truck 1,1-Aug-16,06.10.42.000000000 PM,327.3,237,544,490,2.2,105,730,3.2,4,118.7672958,79,01-AUG-16 01.10.42.000000000 PM
Truck 1,1-Aug-16,06.47.16.000000000 PM,393.1,209,12,728,4.1,278,608,2.8,5,102.6792956,81,01-AUG-16 01.47.16.000000000 PM
Truck 1,1-Aug-16,07.19.08.000000000 PM,418.2,217,56,558,2.8,81,771,3,5,135.801649,58,01-AUG-16 02.19.08.000000000 PM
Truck 1,1-Aug-16,07.48.22.000000000 PM,318.8,120,53,528,3,733,1057,4.8,3,143.3724726,84,01-AUG-16 02.48.22.000000000 PM
Truck 1,1-Aug-16,09.07.26.000000000 PM,378.7,115,103,565,3.2,1243,1081,4.4,4,180.2802378,79,01-AUG-16 04.07.26.000000000 PM
Truck 1,1-Aug-16,10.01.23.000000000 PM,324.8,252,1206,763,2.7,65,1222,6.2,6,214.3489442,112,01-AUG-16 05.01.23.000000000 PM
Truck 1,1-Aug-16,11.02.17.000000000 PM,350.5,314,2426,1337,8.4,353,962,4.4,4,201.1000028,137,01-AUG-16 06.02.17.000000000 PM
Truck 1,2-Aug-16,12.35.57.000000000 AM,355.6,278,140,554,4,1985,606,2.4,4,93.21576601,75,01-AUG-16 07.35.57.000000000 PM
Truck 1,2-Aug-16,01.37.49.000000000 AM,350,162,700,296,0.9,65,1226,6.2,3,199.6804734,88,01-AUG-16 08.37.49.000000000 PM
Truck 1,2-Aug-16,03.05.50.000000000 AM,337.8,155,759,756,2.7,72,1166,6,3,210.5635324,122,01-AUG-16 10.05.50.000000000 PM
Truck 1,2-Aug-16,04.52.06.000000000 AM,331,157,2032,694,3,1558,1337,5.6,5,227.5978855,116,01-AUG-16 11.52.06.000000000 PM
Truck 1,2-Aug-16,06.32.28.000000000 AM,0,1743,1146,541,2.5,3295,1831,7.3,2,293.8425924,163,02-AUG-16 01.32.28.000000000 AM
Truck 1,2-Aug-16,09.01.07.000000000 AM,343.6,116,263,979,5.2,115,1256,5.7,4,153.7823551,84,02-AUG-16 04.01.07.000000000 AM
Truck 1,2-Aug-16,09.48.32.000000000 AM,343.6,153,592,768,4,606,784,3.2,4,134.3821195,81,02-AUG-16 04.48.32.000000000 AM
Truck 1,2-Aug-16,10.38.59.000000000 AM,334.5,123,13,854,4.1,578,1192,5.1,4,170.3435318,92,02-AUG-16 05.38.59.000000000 AM
Truck 1,2-Aug-16,11.26.57.000000000 AM,342.9,118,44,785,4.8,588,1202,4.6,3,192.5828262,127,02-AUG-16 06.26.57.000000000 AM
Truck 1,2-Aug-16,12.39.27.000000000 PM,350.8,106,389,1050,4.8,145,704,2.5,3,143.3724726,69,02-AUG-16 07.39.27.000000000 AM
Truck 1,2-Aug-16,01.21.02.000000000 PM,333.8,107,297,448,1.9,395,621,3.2,3,87.53764829,51,02-AUG-16 08.21.02.000000000 AM
Truck 1,2-Aug-16,01.53.27.000000000 PM,344,111,8,261,0.9,187,542,2.5,4,93.68894249,52,02-AUG-16 08.53.27.000000000 AM
Truck 1,2-Aug-16,02.12.42.000000000 PM,377.3,170,224,829,4.9,181,1628,8.3,5,249.3640035,137,02-AUG-16 09.12.42.000000000 AM
Truck 1,2-Aug-16,03.05.25.000000000 PM,370.5,234,164,782,6,71,908,4.8,4,163.7190611,85,02-AUG-16 10.05.25.000000000 AM
Truck 1,2-Aug-16,03.42.57.000000000 PM,360,239,54,600,4.3,92,876,4.1,5,142.8992961,81,02-AUG-16 10.42.57.000000000 AM
Truck 1,2-Aug-16,05.20.59.000000000 PM,375.4,137,138,497,2,135,752,3.2,4,108.8305898,63,02-AUG-16 12.20.59.000000000 PM
Truck 1,2-Aug-16,05.49.51.000000000 PM,349.3,131,26,814,4.6,63,939,4.8,3,149.5237668,89,02-AUG-16 12.49.51.000000000 PM
Truck 1,2-Aug-16,06.24.07.000000000 PM,325.3,78,157,679,4.8,67,1412,8.3,3,169.3971788,94,02-AUG-16 01.24.07.000000000 PM
Truck 1,2-Aug-16,07.05.41.000000000 PM,377,125,159,1080,6.2,78,1043,4.9,3,181.2265908,83,02-AUG-16 02.05.41.000000000 PM
Truck 1,2-Aug-16,08.46.45.000000000 PM,340.2,161,1196,1077,4.1,210,726,2.5,4,147.1578844,83,02-AUG-16 03.46.45.000000000 PM
Truck 1,2-Aug-16,09.45.16.000000000 PM,369.7,154,30,377,1.4,86,1002,4.3,5,133.9089431,73,02-AUG-16 04.45.16.000000000 PM
Truck 1,2-Aug-16,10.13.53.000000000 PM,368.9,151,56,770,4.6,701,738,3.3,5,100.3134132,78,02-AUG-16 05.13.53.000000000 PM
Truck 1,2-Aug-16,10.55.50.000000000 PM,355.9,210,17,963,4.9,71,1285,6.2,4,218.6075325,109,02-AUG-16 05.55.50.000000000 PM
Truck 1,2-Aug-16,11.40.04.000000000 PM,372.8,174,129,1306,6,125,1354,6.2,5,220.9734149,90,02-AUG-16 06.40.04.000000000 PM
Truck 1,3-Aug-16,12.33.42.000000000 AM,321,169,79,1472,5.6,129,1062,4.3,4,194.0023557,75,02-AUG-16 07.33.42.000000000 PM
Truck 1,3-Aug-16,01.24.17.000000000 AM,337,126,37,1158,4.4,175,1059,4.3,4,187.8510615,99,02-AUG-16 08.24.17.000000000 PM
Truck 1,3-Aug-16,02.08.39.000000000 AM,321.6,170,2340,789,2.5,102,876,3,4,137.6943549,66,02-AUG-16 09.08.39.000000000 PM
Truck 1,3-Aug-16,03.22.54.000000000 AM,335.7,193,75,861,3,179,803,3.2,4,123.4990606,97,02-AUG-16 10.22.54.000000000 PM
Truck 1,3-Aug-16,04.46.38.000000000 AM,327.9,123,703,207,0.4,121,801,3.2,4,112.6160016,92,02-AUG-16 11.46.38.000000000 PM
Truck 1,3-Aug-16,05.20.37.000000000 AM,378.8,161,2000,563,2.4,64,535,2.4,4,103.6256485,84,03-AUG-16 12.20.37.000000000 AM
Truck 1,3-Aug-16,06.18.19.000000000 AM,354.5,360,564,525,2.4,64,555,2.4,5,94.63529544,63,03-AUG-16 01.18.19.000000000 AM
Truck 1,3-Aug-16,07.59.13.000000000 AM,325.5,337,87,770,3,2212,1395,7,4,238.007768,130,03-AUG-16 02.59.13.000000000 AM
Truck 1,3-Aug-16,09.22.35.000000000 AM,338.9,121,48,835,5.2,1018,676,3.3,4,90.37670715,79,03-AUG-16 04.22.35.000000000 AM
Truck 1,3-Aug-16,10.09.26.000000000 AM,347,149,36,773,2,2545,781,3,4,143.3724726,71,03-AUG-16 05.09.26.000000000 AM
Truck 1,3-Aug-16,11.23.50.000000000 AM,318.7,88,15,484,2.4,241,729,2.8,3,122.0795311,100,03-AUG-16 06.23.50.000000000 AM
Truck 1,3-Aug-16,12.40.41.000000000 PM,349.3,132,1120,867,3.8,236,668,2.4,4,155.675061,85,03-AUG-16 07.40.41.000000000 AM
Truck 1,3-Aug-16,01.33.13.000000000 PM,335.5,174,767,292,1.2,380,646,2.8,6,81.85953056,72,03-AUG-16 08.33.13.000000000 AM
Truck 1,3-Aug-16,02.12.26.000000000 PM,359.1,157,354,528,2.4,343,947,3.8,4,173.1825907,72,03-AUG-16 09.12.26.000000000 AM
Truck 1,3-Aug-16,02.52.52.000000000 PM,342.3,155,795,778,4.4,183,940,3.6,4,186.431532,78,03-AUG-16 09.52.52.000000000 AM
Truck 1,3-Aug-16,03.42.23.000000000 PM,350.1,149,477,701,4.1,2030,1412,6.7,4,225.2320032,122,03-AUG-16 10.42.23.000000000 AM
Truck 1,3-Aug-16,05.05.12.000000000 PM,321.5,137,215,723,5.6,607,687,2.8,5,110.2501192,88,03-AUG-16 12.05.12.000000000 PM
Truck 1,3-Aug-16,05.46.19.000000000 PM,368.2,129,93,642,2.7,359,684,2.5,4,138.1675313,75,03-AUG-16 12.46.19.000000000 PM
Truck 1,3-Aug-16,06.19.26.000000000 PM,375.6,227,505,424,1.7,80,1184,6.2,3,157.5677669,82,03-AUG-16 01.19.26.000000000 PM
Truck 1,3-Aug-16,07.01.31.000000000 PM,329.9,130,192,904,5.7,145,671,2.5,4,142.4261196,84,03-AUG-16 02.01.31.000000000 PM
Truck 1,3-Aug-16,07.36.58.000000000 PM,357,194,147,496,2.4,938,1239,4.8,4,194.9487086,126,03-AUG-16 02.36.58.000000000 PM
Truck 1,3-Aug-16,10.05.58.000000000 PM,287.8,110,668,389,2,54,650,5.1,3,106.9378839,81,03-AUG-16 05.05.58.000000000 PM
Truck 1,3-Aug-16,10.38.27.000000000 PM,346.9,104,24,962,8.1,951,1127,4.8,3,229.017415,163,03-AUG-16 05.38.27.000000000 PM
Truck 1,3-Aug-16,11.50.21.000000000 PM,368.9,136,842,489,2.5,112,784,5.6,4,136.2748254,104,03-AUG-16 06.50.21.000000000 PM
Truck 1,4-Aug-16,12.31.24.000000000 AM,378.5,136,339,767,5.7,55,748,5.4,3,165.1385906,142,03-AUG-16 07.31.24.000000000 PM
Truck 1,4-Aug-16,01.06.54.000000000 AM,342.3,124,162,856,6,983,927,4.3,3,158.9872963,135,03-AUG-16 08.06.54.000000000 PM
Truck 1,4-Aug-16,01.59.52.000000000 AM,323.9,120,1147,403,2.2,1846,1074,6,4,161.8263552,124,03-AUG-16 08.59.52.000000000 PM
Truck 1,4-Aug-16,03.19.30.000000000 AM,330.9,249,3,867,6.7,277,976,4.9,7,185.4851791,130,03-AUG-16 10.19.30.000000000 PM
Truck 1,4-Aug-16,04.36.21.000000000 AM,392.7,240,563,1120,5.7,93,1000,4.6,6,180.7534143,147,03-AUG-16 11.36.21.000000000 PM
Truck 1,4-Aug-16,05.28.48.000000000 AM,310.3,98,137,1244,4.1,169,1061,4.4,4,202.0463558,160,04-AUG-16 12.28.48.000000000 AM
Truck 1,4-Aug-16,06.15.53.000000000 AM,400.2,140,356,552,2.2,156,1289,6.2,4,187.377885,108,04-AUG-16 01.15.53.000000000 AM
Truck 1,4-Aug-16,06.59.13.000000000 AM,338.9,126,360,761,4.6,66,927,4.8,4,154.2555316,87,04-AUG-16 01.59.13.000000000 AM
Truck 1,4-Aug-16,07.38.08.000000000 AM,357,436,588,651,3.6,722,1044,4.6,6,135.3284725,103,04-AUG-16 02.38.08.000000000 AM
Truck 1,4-Aug-16,08.37.52.000000000 AM,344,129,2209,1472,5.4,64,1006,4.8,3,198.260944,137,04-AUG-16 03.37.52.000000000 AM
Truck 1,4-Aug-16,10.02.38.000000000 AM,384,197,530,960,5.4,1369,559,2,5,103.6256485,124,04-AUG-16 05.02.38.000000000 AM
Truck 1,4-Aug-16,11.05.22.000000000 AM,330.6,119,12,456,2.2,75,1205,5.4,4,153.7823551,91,04-AUG-16 06.05.22.000000000 AM
Truck 1,4-Aug-16,02.56.39.000000000 PM,16.5,1423,0,0,0,4085,37,0,1,6.151294204,27,04-AUG-16 09.56.39.000000000 AM
Truck 1,5-Aug-16,12.55.20.000000000 PM,349,103,1187,1524,8.3,82,904,3.6,3,246.0517682,148,05-AUG-16 07.55.20.000000000 AM
Truck 1,5-Aug-16,02.14.46.000000000 PM,360.1,122,1198,768,4.1,1230,1023,3.8,4,193.0560027,110,05-AUG-16 09.14.46.000000000 AM
Truck 1,5-Aug-16,03.30.10.000000000 PM,379.1,147,272,707,4.1,3329,1099,4,4,206.3049441,101,05-AUG-16 10.30.10.000000000 AM
Truck 1,5-Aug-16,05.06.32.000000000 PM,359,175,39,521,3.6,130,1753,7.8,4,245.5785917,123,05-AUG-16 12.06.32.000000000 PM
Truck 1,5-Aug-16,09.48.24.000000000 PM,356.8,137,800,593,3.5,284,835,3,4,138.1675313,81,05-AUG-16 04.48.24.000000000 PM
Truck 1,5-Aug-16,10.34.25.000000000 PM,332.5,212,803,966,4.1,158,1107,4.4,4,170.3435318,164,05-AUG-16 05.34.25.000000000 PM
Truck 1,5-Aug-16,11.30.49.000000000 PM,352.1,129,25,720,4.1,101,923,3.6,4,133.4357666,80,05-AUG-16 06.30.49.000000000 PM
Truck 1,6-Aug-16,12.03.47.000000000 AM,393.8,173,772,1177,6.2,239,833,3,4,170.3435318,100,05-AUG-16 07.03.47.000000000 PM
Truck 1,6-Aug-16,12.59.16.000000000 AM,341.7,134,20,614,3.3,111,1102,4.3,4,165.611767,82,05-AUG-16 07.59.16.000000000 PM
Truck 1,6-Aug-16,01.33.41.000000000 AM,337.3,130,2088,661,2.5,483,304,0.9,4,64.82517738,74,05-AUG-16 08.33.41.000000000 PM
Truck 1,6-Aug-16,02.37.21.000000000 AM,345.3,126,73,470,2.4,164,946,3.6,3,155.675061,50,05-AUG-16 09.37.21.000000000 PM
Truck 1,6-Aug-16,03.08.16.000000000 AM,366.5,165,498,756,3.6,632,936,3.6,4,168.9240024,92,05-AUG-16 10.08.16.000000000 PM
Truck 1,6-Aug-16,04.38.19.000000000 AM,318.4,97,331,761,4.3,194,467,2,3,108.8305898,83,05-AUG-16 11.38.19.000000000 PM
Truck 1,6-Aug-16,05.10.31.000000000 AM,368.3,252,137,467,2.8,932,385,1.9,4,61.98611852,64,06-AUG-16 12.10.31.000000000 AM
Truck 1,6-Aug-16,06.23.14.000000000 AM,314.9,122,166,740,4.9,787,949,4.3,4,173.1825907,101,06-AUG-16 01.23.14.000000000 AM
Truck 1,6-Aug-16,07.11.15.000000000 AM,360,213,49,794,5.1,389,430,2.4,6,88.95717772,92,06-AUG-16 02.11.15.000000000 AM
Truck 1,6-Aug-16,07.43.49.000000000 AM,348.7,222,674,428,2.4,587,499,2.5,6,79.96682465,88,06-AUG-16 02.43.49.000000000 AM
Truck 1,6-Aug-16,08.25.39.000000000 AM,333.5,136,4682,937,5.6,68,1238,5.1,4,222.8661208,162,06-AUG-16 03.25.39.000000000 AM
Truck 1,6-Aug-16,10.28.19.000000000 AM,366.2,142,499,892,4.6,66,724,5.2,4,147.1578844,122,06-AUG-16 05.28.19.000000000 AM
Truck 1,6-Aug-16,11.08.41.000000000 AM,321.1,106,3,604,5.7,77,645,2.4,3,130.1235312,87,06-AUG-16 06.08.41.000000000 AM
Truck 1,6-Aug-16,11.33.35.000000000 AM,374.6,128,36,355,2.4,53,642,2.4,4,114.981884,71,06-AUG-16 06.33.35.000000000 AM
Truck 1,6-Aug-16,12.44.24.000000000 PM,308.5,143,505,718,4,92,649,2.5,4,122.5527076,99,06-AUG-16 07.44.24.000000000 AM
Truck 1,6-Aug-16,01.20.59.000000000 PM,318.8,112,158,371,2.2,1045,726,3,3,120.6600017,100,06-AUG-16 08.20.59.000000000 AM
Truck 1,6-Aug-16,02.02.51.000000000 PM,355.5,139,13,122,0.4,91,1142,5.4,4,133.4357666,75,06-AUG-16 09.02.51.000000000 AM
Truck 1,6-Aug-16,02.29.02.000000000 PM,334.2,201,1497,1218,6.8,76,1096,4.4,4,194.4755321,212,06-AUG-16 09.29.02.000000000 AM
Truck 1,6-Aug-16,03.40.02.000000000 PM,368.7,154,363,1180,6,1078,963,3.6,4,211.5098853,153,06-AUG-16 10.40.02.000000000 AM
Truck 1,6-Aug-16,04.44.55.000000000 PM,372.6,147,71,509,3.8,2910,1058,4,4,193.0560027,101,06-AUG-16 11.44.55.000000000 AM
Truck 1,6-Aug-16,06.06.25.000000000 PM,363.5,142,148,397,3.6,467,931,3.6,4,167.5044729,75,06-AUG-16 01.06.25.000000000 PM
Truck 1,6-Aug-16,06.42.36.000000000 PM,383.6,140,481,545,4,1284,1298,5.4,4,204.4122382,115,06-AUG-16 01.42.36.000000000 PM
Truck 1,6-Aug-16,09.01.58.000000000 PM,381.2,242,787,710,5.1,98,1448,6.5,5,239.4272975,105,06-AUG-16 04.01.58.000000000 PM
Truck 1,6-Aug-16,09.59.04.000000000 PM,368.3,174,59,852,6.7,74,1431,6.5,5,241.3200034,98,06-AUG-16 04.59.04.000000000 PM
Truck 1,6-Aug-16,10.44.06.000000000 PM,328.1,146,5,851,6.5,70,1366,6.5,4,231.3832974,80,06-AUG-16 05.44.06.000000000 PM
Truck 1,6-Aug-16,11.26.26.000000000 PM,340.2,111,386,868,6.2,490,967,3.8,4,192.1096498,143,06-AUG-16 06.26.26.000000000 PM
Truck 1,7-Aug-16,12.15.28.000000000 AM,354.7,189,17,608,4.9,73,1402,6.5,5,222.3929443,62,06-AUG-16 07.15.28.000000000 PM
Truck 1,7-Aug-16,12.55.16.000000000 AM,352.3,147,126,814,5.7,1842,961,3.3,4,191.1632968,98,06-AUG-16 07.55.16.000000000 PM
Truck 1,7-Aug-16,02.02.50.000000000 AM,370.3,173,530,532,3.2,176,1000,4.4,6,147.6310609,90,06-AUG-16 09.02.50.000000000 PM
Truck 1,7-Aug-16,02.44.42.000000000 AM,308.6,162,63,526,3.5,674,602,2.5,5,67.66423624,71,06-AUG-16 09.44.42.000000000 PM
Truck 1,7-Aug-16,03.19.52.000000000 AM,341.2,242,147,369,1.6,156,1270,5.6,6,139.5870608,86,06-AUG-16 10.19.52.000000000 PM
Truck 1,7-Aug-16,04.43.39.000000000 AM,306.7,121,724,349,2.4,71,784,3.5,4,145.738355,73,06-AUG-16 11.43.39.000000000 PM
Truck 1,7-Aug-16,05.19.15.000000000 AM,353.7,538,241,516,4,70,859,3.6,5,164.6654141,76,07-AUG-16 12.19.15.000000000 AM
Truck 1,7-Aug-16,05.57.52.000000000 AM,364.5,543,11,322,2.2,52,708,5.1,3,111.1964721,73,07-AUG-16 12.57.52.000000000 AM
Truck 1,7-Aug-16,06.26.15.000000000 AM,329.3,217,106,666,5.6,474,692,3,4,140.0602373,107,07-AUG-16 01.26.15.000000000 AM
Truck 1,7-Aug-16,07.03.43.000000000 AM,360.8,459,231,614,3.6,966,534,2.5,6,97.94753079,99,07-AUG-16 02.03.43.000000000 AM
Truck 1,7-Aug-16,07.52.26.000000000 AM,326.1,186,23,455,2.7,613,479,2.5,5,74.7618834,69,07-AUG-16 02.52.26.000000000 AM
Truck 1,7-Aug-16,08.22.56.000000000 AM,341.7,218,2820,862,4.3,278,1021,4.9,5,178.3875319,142,07-AUG-16 03.22.56.000000000 AM
Truck 1,7-Aug-16,09.53.12.000000000 AM,369.5,311,11,403,2.2,1788,558,2,6,100.3134132,68,07-AUG-16 04.53.12.000000000 AM
Truck 1,7-Aug-16,11.00.33.000000000 AM,377.6,164,225,746,4,1046,933,3.6,4,176.494826,74,07-AUG-16 06.00.33.000000000 AM
Truck 1,7-Aug-16,12.38.16.000000000 PM,373.5,164,600,504,3.3,424,968,3.6,4,173.6557671,89,07-AUG-16 07.38.16.000000000 AM
Truck 1,7-Aug-16,01.24.26.000000000 PM,321.3,133,22,499,3.6,136,886,3.6,4,152.8360021,73,07-AUG-16 08.24.26.000000000 AM
Truck 1,7-Aug-16,01.53.32.000000000 PM,286.2,246,545,474,3.8,2145,905,3.8,5,171.7630612,88,07-AUG-16 08.53.32.000000000 AM
Truck 1,7-Aug-16,03.08.29.000000000 PM,315.1,172,310,371,2,155,479,2,5,78.07411874,77,07-AUG-16 10.08.29.000000000 AM
Truck 1,7-Aug-16,03.34.18.000000000 PM,341.9,179,358,656,3.8,65,833,4.4,4,140.0602373,100,07-AUG-16 10.34.18.000000000 AM
Truck 1,7-Aug-16,04.10.39.000000000 PM,278.2,116,6515,1847,13.7,82,288,0.8,3,198.7341204,174,07-AUG-16 11.10.39.000000000 AM
Truck 1,7-Aug-16,06.44.13.000000000 PM,341.3,198,325,496,3,72,1182,5.7,4,213.8757677,109,07-AUG-16 01.44.13.000000000 PM
Truck 1,7-Aug-16,07.23.42.000000000 PM,329.4,211,447,670,6.2,1835,826,3.5,4,162.7727082,129,07-AUG-16 02.23.42.000000000 PM
Truck 1,7-Aug-16,08.58.40.000000000 PM,321,256,37,680,4.1,92,669,3,3,113.0891781,60,07-AUG-16 03.58.40.000000000 PM
Truck 1,7-Aug-16,09.28.47.000000000 PM,337.4,145,317,650,3.6,934,900,3.8,3,166.0849435,63,07-AUG-16 04.28.47.000000000 PM
Truck 1,7-Aug-16,10.19.58.000000000 PM,347.2,155,689,587,4.9,57,308,0.8,4,66.24470681,44,07-AUG-16 05.19.58.000000000 PM
Truck 1,7-Aug-16,10.51.09.000000000 PM,326.1,142,701,958,6,422,1080,5.7,4,219.080709,131,07-AUG-16 05.51.09.000000000 PM
Truck 1,7-Aug-16,11.48.34.000000000 PM,320.8,196,1763,926,6.7,71,296,0.8,6,84.22541295,59,07-AUG-16 06.48.34.000000000 PM
Truck 1,8-Aug-16,12.45.03.000000000 AM,356.4,200,25,450,3.2,54,1173,5.9,4,211.5098853,69,07-AUG-16 07.45.03.000000000 PM
Truck 1,8-Aug-16,01.18.05.000000000 AM,335.3,132,2152,839,6.2,341,948,3.8,4,200.1536499,78,07-AUG-16 08.18.05.000000000 PM
Truck 1,8-Aug-16,02.59.47.000000000 AM,352.5,978,303,421,2.7,68,992,4.9,5,135.801649,70,07-AUG-16 09.59.47.000000000 PM
Truck 1,8-Aug-16,04.41.47.000000000 AM,365.9,152,341,200,0.6,444,910,5.7,4,119.7136487,104,07-AUG-16 11.41.47.000000000 PM
Truck 1,8-Aug-16,06.02.53.000000000 AM,356.6,112,447,602,3.5,64,1342,6.4,4,216.7148266,123,08-AUG-16 01.02.53.000000000 AM
Truck 1,8-Aug-16,06.47.32.000000000 AM,350.3,182,34,519,4.1,522,876,3.6,5,160.8800023,80,08-AUG-16 01.47.32.000000000 AM
Truck 1,8-Aug-16,07.24.34.000000000 AM,347.9,141,364,511,4,393,878,3.6,4,164.1922376,82,08-AUG-16 02.24.34.000000000 AM
Truck 1,8-Aug-16,08.04.17.000000000 AM,344.1,253,2683,975,7.3,54,429,2.4,7,121.1331782,108,08-AUG-16 03.04.17.000000000 AM
Truck 1,8-Aug-16,09.20.34.000000000 AM,364.9,175,376,339,1.2,50,797,4.3,5,128.7040018,90,08-AUG-16 04.20.34.000000000 AM
Truck 1,8-Aug-16,09.50.44.000000000 AM,398.1,331,340,766,5.2,66,776,5.1,4,137.2211784,117,08-AUG-16 04.50.44.000000000 AM
Truck 1,8-Aug-16,10.30.20.000000000 AM,337.8,119,481,783,5.7,1597,980,4,4,189.7437674,95,08-AUG-16 05.30.20.000000000 AM
Truck 1,8-Aug-16,11.39.07.000000000 AM,326.9,255,14,295,2,50,733,5.1,3,97.47435431,80,08-AUG-16 06.39.07.000000000 AM
Truck 1,8-Aug-16,12.38.59.000000000 PM,364.8,180,1062,551,2.8,69,756,5.1,4,124.91859,105,08-AUG-16 07.38.59.000000000 AM
Truck 1,8-Aug-16,01.24.28.000000000 PM,273,874,313,592,5.6,69,664,5.1,6,120.1868252,85,08-AUG-16 08.24.28.000000000 AM
Truck 1,8-Aug-16,02.08.05.000000000 PM,220.5,566,46,718,6.7,1042,579,2.8,5,112.6160016,106,08-AUG-16 09.08.05.000000000 AM
