MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 11,22-Jul-16,12.07.18.000000000 AM,399.5,92.0,129.0,231.0,1.6,67.0,513.0,2.8,4.0,86.11811885,69.0
Truck 11,22-Jul-16,12.25.11.000000000 AM,333.8,133.0,92.0,362.0,2.8,75.0,472.0,2.8,4.0,86.11811885,69.0
Truck 11,22-Jul-16,12.44.52.000000000 AM,361.2,120.0,30.0,318.0,2.7,76.0,475.0,2.7,4.0,85.1717659,66.0
Truck 11,22-Jul-16,01.02.31.000000000 AM,365.2,109.0,63.0,305.0,2.7,73.0,497.0,2.8,4.0,86.59129533,74.0
Truck 11,22-Jul-16,01.20.42.000000000 AM,327.8,93.0,43.0,327.0,2.4,77.0,496.0,2.8,4.0,83.75223647,83.0
Truck 11,22-Jul-16,01.38.41.000000000 AM,366.2,103.0,107.0,316.0,2.7,69.0,489.0,2.8,4.0,88.01082476,73.0
Truck 11,22-Jul-16,03.06.29.000000000 AM,384.8,115.0,124.0,325.0,2.5,62.0,544.0,2.8,5.0,91.3230601,63.0
Truck 11,22-Jul-16,03.26.46.000000000 AM,351.7,111.0,80.0,317.0,2.7,59.0,519.0,2.8,4.0,85.64494238,64.0
Truck 11,22-Jul-16,03.45.36.000000000 AM,348.0,95.0,44.0,312.0,2.7,80.0,466.0,2.7,4.0,83.27905999,67.0
Truck 11,22-Jul-16,04.02.54.000000000 AM,387.2,137.0,2.0,294.0,2.7,53.0,502.0,2.8,4.0,88.01082476,59.0
Truck 11,22-Jul-16,04.20.04.000000000 AM,359.3,95.0,79.0,308.0,2.8,51.0,498.0,2.8,4.0,86.59129533,75.0
Truck 11,22-Jul-16,04.37.57.000000000 AM,357.9,128.0,42.0,324.0,2.8,68.0,521.0,3.0,5.0,91.79623658,60.0
Truck 11,22-Jul-16,04.56.46.000000000 AM,352.1,100.0,211.0,472.0,2.8,71.0,470.0,2.7,4.0,88.01082476,84.0
Truck 11,22-Jul-16,05.19.44.000000000 AM,357.8,99.0,25.0,305.0,2.7,67.0,477.0,2.7,3.0,84.22541295,72.0
Truck 11,22-Jul-16,05.36.36.000000000 AM,357.7,100.0,86.0,298.0,2.7,61.0,471.0,2.8,4.0,82.33270704,65.0
Truck 11,22-Jul-16,05.54.14.000000000 AM,335.2,101.0,73.0,297.0,2.7,184.0,506.0,2.8,4.0,84.69858942,73.0
Truck 11,22-Jul-16,07.35.58.000000000 AM,299.6,113.0,15.0,291.0,2.7,79.0,435.0,2.8,4.0,78.54729522,67.0
Truck 11,22-Jul-16,07.52.07.000000000 AM,358.9,114.0,103.0,309.0,2.7,383.0,589.0,2.8,4.0,91.3230601,76.0
Truck 11,22-Jul-16,08.24.35.000000000 AM,363.0,106.0,3.0,306.0,2.7,62.0,458.0,2.7,4.0,79.49364817,54.0
Truck 11,22-Jul-16,08.40.48.000000000 AM,349.0,98.0,125.0,324.0,2.7,62.0,468.0,2.7,4.0,79.96682465,60.0
Truck 11,22-Jul-16,08.59.28.000000000 AM,331.0,100.0,196.0,336.0,2.7,60.0,448.0,2.7,4.0,79.49364817,63.0
Truck 11,22-Jul-16,09.19.14.000000000 AM,331.3,105.0,109.0,283.0,2.5,59.0,450.0,2.7,4.0,77.12776579,62.0
Truck 11,22-Jul-16,09.36.40.000000000 AM,333.3,107.0,125.0,280.0,2.7,57.0,465.0,2.7,4.0,77.60094226,59.0
Truck 11,22-Jul-16,09.54.37.000000000 AM,364.9,102.0,208.0,296.0,2.7,61.0,462.0,2.8,4.0,82.80588351,77.0
Truck 11,22-Jul-16,10.14.12.000000000 AM,361.5,95.0,33.0,276.0,2.7,56.0,469.0,2.8,4.0,80.44000113,63.0
Truck 11,22-Jul-16,10.30.19.000000000 AM,309.4,139.0,23.0,302.0,2.7,57.0,452.0,2.8,4.0,75.23505988,49.0
Truck 11,22-Jul-16,10.47.12.000000000 AM,348.4,104.0,199.0,288.0,2.7,62.0,476.0,2.8,4.0,80.91317761,59.0
Truck 11,22-Jul-16,11.06.47.000000000 AM,303.8,95.0,614.0,395.0,2.7,62.0,423.0,2.8,4.0,79.49364817,77.0
Truck 11,22-Jul-16,11.34.22.000000000 AM,331.2,121.0,133.0,303.0,2.7,65.0,456.0,2.8,4.0,78.07411874,62.0
Truck 11,22-Jul-16,11.53.04.000000000 AM,311.0,107.0,346.0,322.0,2.7,62.0,442.0,2.8,4.0,79.0204717,68.0
Truck 11,22-Jul-16,12.15.15.000000000 PM,326.3,131.0,177.0,328.0,2.7,63.0,465.0,2.8,4.0,79.49364817,65.0
Truck 11,22-Jul-16,12.35.26.000000000 PM,346.4,129.0,4.0,278.0,2.7,59.0,459.0,2.8,4.0,79.0204717,52.0
Truck 11,22-Jul-16,12.51.33.000000000 PM,343.8,117.0,161.0,278.0,2.7,59.0,461.0,2.8,4.0,80.91317761,64.0
Truck 11,22-Jul-16,01.10.12.000000000 PM,374.5,115.0,117.0,297.0,2.7,66.0,479.0,2.8,4.0,82.80588351,68.0
Truck 11,22-Jul-16,02.07.07.000000000 PM,345.3,115.0,196.0,258.0,2.4,70.0,489.0,2.8,4.0,78.54729522,64.0
Truck 11,22-Jul-16,02.26.42.000000000 PM,357.4,96.0,117.0,343.0,2.8,64.0,488.0,2.8,4.0,82.33270704,68.0
Truck 11,22-Jul-16,02.45.55.000000000 PM,352.0,110.0,65.0,313.0,2.7,69.0,460.0,2.8,4.0,81.38635408,65.0
Truck 11,22-Jul-16,03.03.31.000000000 PM,364.8,98.0,228.0,283.0,2.5,71.0,489.0,2.8,4.0,82.33270704,61.0
Truck 11,22-Jul-16,03.23.48.000000000 PM,332.0,112.0,145.0,270.0,2.7,69.0,536.0,3.0,4.0,85.1717659,65.0
Truck 11,22-Jul-16,03.43.26.000000000 PM,381.2,112.0,110.0,393.0,2.7,59.0,498.0,2.8,3.0,86.59129533,66.0
Truck 11,22-Jul-16,04.03.46.000000000 PM,347.0,113.0,4.0,293.0,2.8,57.0,465.0,3.0,4.0,80.91317761,62.0
Truck 11,22-Jul-16,04.19.56.000000000 PM,352.3,106.0,149.0,331.0,2.8,64.0,522.0,3.0,3.0,87.06447181,74.0
Truck 11,22-Jul-16,04.40.15.000000000 PM,364.8,99.0,121.0,332.0,2.8,62.0,481.0,2.8,4.0,81.38635408,64.0
Truck 11,22-Jul-16,05.39.06.000000000 PM,346.1,110.0,107.0,285.0,2.4,63.0,492.0,2.7,3.0,76.65458931,57.0
Truck 11,22-Jul-16,05.57.27.000000000 PM,344.2,118.0,39.0,370.0,2.7,88.0,500.0,2.8,4.0,78.54729522,54.0
Truck 11,22-Jul-16,06.16.47.000000000 PM,340.1,128.0,40.0,267.0,2.7,97.0,515.0,2.8,4.0,81.38635408,78.0
Truck 11,22-Jul-16,06.34.56.000000000 PM,331.6,118.0,68.0,270.0,2.5,64.0,430.0,2.8,4.0,74.28870692,57.0
Truck 11,22-Jul-16,06.51.24.000000000 PM,351.2,116.0,347.0,353.0,2.7,66.0,444.0,2.8,3.0,79.49364817,72.0
Truck 11,22-Jul-16,07.14.23.000000000 PM,386.0,107.0,162.0,264.0,2.7,58.0,489.0,2.8,5.0,81.85953056,62.0
Truck 11,22-Jul-16,07.33.08.000000000 PM,368.4,98.0,68.0,254.0,2.7,62.0,464.0,2.8,4.0,77.60094226,63.0
Truck 11,22-Jul-16,07.49.33.000000000 PM,348.2,94.0,82.0,252.0,2.7,508.0,391.0,1.9,4.0,57.72753022,61.0
Truck 11,22-Jul-16,08.28.04.000000000 PM,290.9,124.0,376.0,273.0,1.6,63.0,303.0,1.7,4.0,51.10305954,53.0
Truck 11,22-Jul-16,08.47.50.000000000 PM,347.5,92.0,315.0,235.0,1.6,68.0,294.0,1.7,4.0,52.99576545,61.0
Truck 11,22-Jul-16,09.05.15.000000000 PM,380.3,109.0,284.0,237.0,1.6,63.0,299.0,1.7,4.0,54.88847136,66.0
Truck 11,22-Jul-16,09.22.28.000000000 PM,346.3,96.0,359.0,222.0,1.6,64.0,364.0,1.7,4.0,54.88847136,55.0
Truck 11,22-Jul-16,10.06.39.000000000 PM,363.4,205.0,182.0,432.0,2.8,64.0,662.0,5.1,7.0,104.098825,77.0
Truck 11,22-Jul-16,10.33.27.000000000 PM,388.0,198.0,140.0,543.0,4.9,56.0,725.0,5.1,6.0,119.7136487,80.0
Truck 11,22-Jul-16,11.02.17.000000000 PM,371.7,199.0,78.0,573.0,4.9,64.0,704.0,5.1,5.0,120.1868252,89.0
Truck 11,22-Jul-16,11.40.08.000000000 PM,336.7,208.0,1836.0,118.0,0.1,57.0,678.0,5.1,7.0,99.84023669,67.0
Truck 11,23-Jul-16,12.30.23.000000000 AM,343.6,205.0,439.0,538.0,4.9,75.0,711.0,5.1,6.0,111.1964721,70.0
Truck 11,23-Jul-16,01.04.31.000000000 AM,339.0,219.0,79.0,516.0,4.9,70.0,680.0,5.1,7.0,110.7232957,66.0
Truck 11,23-Jul-16,01.31.40.000000000 AM,348.2,227.0,327.0,524.0,4.9,52.0,660.0,5.1,7.0,115.4550604,80.0
Truck 11,23-Jul-16,02.40.40.000000000 AM,363.5,210.0,130.0,477.0,3.5,53.0,510.0,3.5,7.0,85.64494238,84.0
Truck 11,23-Jul-16,03.04.36.000000000 AM,352.4,170.0,780.0,541.0,3.6,64.0,483.0,3.5,6.0,87.06447181,102.0
Truck 11,23-Jul-16,03.39.57.000000000 AM,367.8,133.0,300.0,508.0,4.1,68.0,760.0,5.6,5.0,122.5527076,113.0
Truck 11,23-Jul-16,04.10.39.000000000 AM,312.6,109.0,410.0,542.0,5.6,71.0,725.0,5.6,4.0,122.0795311,87.0
Truck 11,23-Jul-16,04.42.54.000000000 AM,380.4,135.0,289.0,586.0,5.6,75.0,757.0,5.6,5.0,130.5967077,106.0
Truck 11,23-Jul-16,05.14.49.000000000 AM,345.4,108.0,164.0,549.0,5.4,75.0,709.0,5.6,4.0,121.6063546,103.0
Truck 11,23-Jul-16,05.42.41.000000000 AM,380.7,109.0,105.0,504.0,5.4,68.0,697.0,5.6,4.0,120.6600017,84.0
Truck 11,23-Jul-16,06.41.11.000000000 AM,368.4,116.0,260.0,523.0,4.1,65.0,701.0,5.6,4.0,122.0795311,109.0
Truck 11,23-Jul-16,07.33.51.000000000 AM,353.9,106.0,211.0,498.0,5.2,68.0,681.0,5.6,4.0,115.4550604,86.0
Truck 11,23-Jul-16,08.13.28.000000000 AM,351.4,115.0,794.0,627.0,5.4,61.0,712.0,5.7,4.0,120.1868252,93.0
Truck 11,23-Jul-16,09.03.47.000000000 AM,323.6,223.0,1172.0,74.0,0.1,65.0,684.0,4.9,6.0,88.95717772,58.0
Truck 11,23-Jul-16,09.42.16.000000000 AM,335.9,206.0,28.0,505.0,4.8,57.0,635.0,4.9,7.0,104.5720015,79.0
Truck 11,23-Jul-16,10.07.04.000000000 AM,303.7,575.0,28.0,472.0,4.6,61.0,590.0,4.9,10.0,103.6256485,72.0
Truck 11,23-Jul-16,10.37.00.000000000 AM,324.6,227.0,20.0,547.0,4.8,60.0,695.0,4.9,7.0,105.9915309,95.0
Truck 11,23-Jul-16,11.03.54.000000000 AM,319.9,222.0,4.0,482.0,4.8,79.0,664.0,4.9,7.0,105.5183544,88.0
Truck 11,23-Jul-16,11.29.05.000000000 AM,364.2,293.0,190.0,529.0,4.9,60.0,716.0,4.9,8.0,114.5087075,99.0
Truck 11,23-Jul-16,12.00.07.000000000 PM,366.8,218.0,670.0,576.0,4.9,64.0,652.0,5.1,7.0,120.6600017,90.0
Truck 11,23-Jul-16,12.37.56.000000000 PM,372.3,201.0,565.0,541.0,4.8,69.0,686.0,5.1,7.0,120.6600017,97.0
Truck 11,23-Jul-16,01.49.24.000000000 PM,367.4,212.0,85.0,640.0,5.2,61.0,672.0,5.1,7.0,110.2501192,81.0
Truck 11,23-Jul-16,02.18.23.000000000 PM,363.4,205.0,842.0,607.0,4.9,67.0,688.0,5.1,7.0,120.6600017,91.0
Truck 11,23-Jul-16,03.00.10.000000000 PM,339.6,177.0,123.0,511.0,4.9,63.0,640.0,5.1,6.0,105.9915309,78.0
Truck 11,23-Jul-16,03.26.26.000000000 PM,336.7,225.0,479.0,519.0,4.8,61.0,684.0,5.1,7.0,114.5087075,99.0
Truck 11,23-Jul-16,04.00.34.000000000 PM,330.9,193.0,327.0,500.0,4.8,76.0,663.0,5.1,6.0,106.4647074,75.0
Truck 11,23-Jul-16,04.31.05.000000000 PM,372.3,193.0,161.0,521.0,4.8,87.0,729.0,5.1,7.0,112.6160016,105.0
Truck 11,23-Jul-16,05.34.21.000000000 PM,390.9,210.0,410.0,709.0,5.2,58.0,691.0,5.1,7.0,118.7672958,73.0
Truck 11,23-Jul-16,06.10.27.000000000 PM,368.3,218.0,2.0,490.0,4.9,123.0,694.0,5.2,7.0,108.8305898,89.0
Truck 11,23-Jul-16,06.36.59.000000000 PM,329.2,176.0,85.0,504.0,4.8,63.0,617.0,5.1,6.0,104.5720015,88.0
Truck 11,23-Jul-16,07.02.04.000000000 PM,340.7,225.0,477.0,539.0,4.9,74.0,640.0,5.1,7.0,114.981884,85.0
Truck 11,23-Jul-16,07.35.59.000000000 PM,304.0,149.0,190.0,496.0,4.9,63.0,593.0,5.1,5.0,104.098825,86.0
Truck 11,23-Jul-16,08.18.49.000000000 PM,399.9,207.0,333.0,548.0,4.8,61.0,671.0,5.1,7.0,117.8209428,77.0
Truck 11,23-Jul-16,08.50.25.000000000 PM,365.5,205.0,197.0,492.0,4.8,58.0,683.0,5.1,5.0,110.2501192,78.0
Truck 11,23-Jul-16,09.18.45.000000000 PM,393.5,219.0,19.0,486.0,4.8,62.0,670.0,5.1,7.0,112.1428251,90.0
Truck 11,23-Jul-16,09.44.00.000000000 PM,384.1,198.0,8.0,472.0,4.8,59.0,705.0,5.2,7.0,114.981884,84.0
Truck 11,23-Jul-16,10.09.02.000000000 PM,381.1,216.0,68.0,489.0,4.9,73.0,568.0,3.6,7.0,83.75223647,80.0
Truck 11,23-Jul-16,10.33.36.000000000 PM,392.8,231.0,137.0,426.0,3.5,112.0,706.0,5.2,7.0,123.4990606,117.0
Truck 11,23-Jul-16,11.01.34.000000000 PM,323.5,176.0,139.0,499.0,4.9,56.0,678.0,5.2,6.0,109.7769427,72.0
Truck 11,23-Jul-16,11.28.26.000000000 PM,345.0,175.0,329.0,534.0,4.9,65.0,713.0,5.2,5.0,115.9282369,91.0
Truck 11,23-Jul-16,11.59.57.000000000 PM,346.6,167.0,146.0,501.0,4.9,63.0,675.0,5.1,6.0,110.2501192,80.0
Truck 11,24-Jul-16,12.48.53.000000000 AM,346.9,176.0,259.0,295.0,1.7,64.0,676.0,5.2,6.0,105.9915309,75.0
Truck 11,24-Jul-16,01.14.23.000000000 AM,368.1,184.0,126.0,463.0,4.9,67.0,682.0,5.2,7.0,114.5087075,81.0
Truck 11,24-Jul-16,01.40.48.000000000 AM,357.8,197.0,227.0,519.0,4.9,57.0,679.0,5.2,6.0,121.1331782,86.0
Truck 11,24-Jul-16,02.43.41.000000000 AM,347.4,177.0,1416.0,766.0,4.3,70.0,797.0,5.9,7.0,143.8456491,157.0
Truck 11,24-Jul-16,03.39.40.000000000 AM,321.6,182.0,129.0,542.0,5.6,68.0,743.0,5.9,6.0,126.3381194,80.0
Truck 11,24-Jul-16,04.08.34.000000000 AM,378.5,139.0,3.0,524.0,5.6,69.0,846.0,5.9,6.0,128.2308253,87.0
Truck 11,24-Jul-16,04.36.00.000000000 AM,337.9,160.0,3.0,548.0,5.6,81.0,762.0,5.9,5.0,121.6063546,80.0
Truck 11,24-Jul-16,05.02.59.000000000 AM,378.0,189.0,15.0,580.0,5.6,72.0,800.0,5.9,6.0,130.1235312,82.0
Truck 11,24-Jul-16,05.31.43.000000000 AM,384.5,161.0,189.0,570.0,5.6,70.0,803.0,5.9,6.0,131.5430607,102.0
Truck 11,24-Jul-16,06.43.48.000000000 AM,316.9,135.0,256.0,543.0,4.0,71.0,833.0,5.9,6.0,122.5527076,105.0
Truck 11,24-Jul-16,07.15.42.000000000 AM,349.9,160.0,81.0,614.0,5.6,73.0,855.0,5.9,7.0,125.3917665,87.0
Truck 11,24-Jul-16,07.46.38.000000000 AM,370.5,157.0,7.0,601.0,5.6,913.0,765.0,5.9,5.0,128.7040018,77.0
Truck 11,24-Jul-16,08.32.56.000000000 AM,334.7,175.0,98.0,537.0,5.6,57.0,723.0,5.9,5.0,118.7672958,80.0
Truck 11,24-Jul-16,09.00.32.000000000 AM,379.8,219.0,4.0,535.0,5.7,54.0,768.0,5.9,8.0,123.0258841,81.0
Truck 11,24-Jul-16,09.28.00.000000000 AM,370.7,188.0,96.0,562.0,5.7,68.0,756.0,5.9,7.0,122.5527076,85.0
Truck 11,24-Jul-16,09.56.58.000000000 AM,351.8,177.0,77.0,575.0,5.7,52.0,720.0,5.9,7.0,120.1868252,88.0
Truck 11,24-Jul-16,10.24.45.000000000 AM,353.1,182.0,5.0,532.0,5.7,79.0,710.0,5.9,7.0,117.8209428,75.0
Truck 11,24-Jul-16,10.50.55.000000000 AM,359.8,190.0,133.0,534.0,5.7,67.0,775.0,5.9,7.0,124.91859,95.0
Truck 11,24-Jul-16,11.20.23.000000000 AM,346.7,170.0,282.0,539.0,5.7,72.0,716.0,5.7,6.0,125.3917665,90.0
Truck 11,24-Jul-16,11.51.15.000000000 AM,343.9,141.0,63.0,495.0,5.4,75.0,729.0,5.7,5.0,116.8745899,78.0
Truck 11,24-Jul-16,12.17.20.000000000 PM,373.7,207.0,264.0,565.0,5.4,54.0,704.0,5.7,7.0,122.5527076,88.0
Truck 11,24-Jul-16,12.48.29.000000000 PM,343.4,171.0,9.0,499.0,5.6,61.0,725.0,5.9,6.0,118.2941193,76.0
Truck 11,24-Jul-16,01.48.38.000000000 PM,385.1,182.0,110.0,574.0,5.2,58.0,756.0,5.9,6.0,120.1868252,79.0
Truck 11,24-Jul-16,02.17.50.000000000 PM,331.2,151.0,153.0,570.0,5.7,55.0,770.0,5.9,6.0,120.1868252,75.0
Truck 11,24-Jul-16,02.47.19.000000000 PM,356.7,203.0,129.0,610.0,5.7,86.0,747.0,5.7,7.0,123.4990606,81.0
Truck 11,24-Jul-16,03.18.07.000000000 PM,369.9,195.0,5.0,525.0,5.4,72.0,718.0,5.7,6.0,119.7136487,79.0
Truck 11,24-Jul-16,03.44.25.000000000 PM,327.1,143.0,12.0,544.0,5.4,98.0,769.0,5.9,6.0,119.7136487,96.0
Truck 11,24-Jul-16,04.11.36.000000000 PM,360.2,172.0,151.0,560.0,5.6,73.0,731.0,5.9,6.0,125.3917665,94.0
Truck 11,24-Jul-16,04.40.53.000000000 PM,377.7,273.0,142.0,628.0,5.7,56.0,784.0,5.9,8.0,128.2308253,79.0
Truck 11,24-Jul-16,05.49.27.000000000 PM,344.5,157.0,77.0,564.0,5.2,79.0,760.0,5.7,6.0,121.6063546,77.0
Truck 11,24-Jul-16,06.17.52.000000000 PM,309.7,183.0,321.0,547.0,5.4,73.0,734.0,5.7,6.0,120.6600017,81.0
Truck 11,24-Jul-16,06.50.06.000000000 PM,348.1,170.0,136.0,553.0,5.4,74.0,776.0,5.9,6.0,123.972237,94.0
Truck 11,24-Jul-16,07.19.46.000000000 PM,353.5,194.0,141.0,578.0,5.6,59.0,756.0,5.9,7.0,123.4990606,87.0
Truck 11,24-Jul-16,08.19.33.000000000 PM,318.9,199.0,544.0,81.0,0.1,106.0,782.0,5.9,6.0,97.00117783,66.0
Truck 11,24-Jul-16,08.49.17.000000000 PM,352.0,201.0,247.0,640.0,5.6,71.0,756.0,5.9,7.0,127.7576489,86.0
Truck 11,24-Jul-16,09.22.27.000000000 PM,367.5,201.0,168.0,587.0,5.6,59.0,756.0,5.9,7.0,129.6503548,84.0
Truck 11,24-Jul-16,09.53.11.000000000 PM,372.1,208.0,433.0,623.0,5.7,79.0,797.0,5.9,7.0,132.0162371,91.0
Truck 11,24-Jul-16,10.30.21.000000000 PM,347.0,191.0,683.0,666.0,5.9,60.0,743.0,5.6,6.0,133.9089431,88.0
Truck 11,24-Jul-16,11.10.59.000000000 PM,363.2,183.0,360.0,594.0,5.4,59.0,767.0,5.6,6.0,131.5430607,87.0
Truck 11,24-Jul-16,11.45.03.000000000 PM,326.5,180.0,123.0,505.0,5.2,63.0,695.0,5.6,6.0,120.6600017,79.0
Truck 11,25-Jul-16,12.12.15.000000000 AM,351.9,224.0,333.0,591.0,5.6,59.0,710.0,5.6,7.0,127.7576489,92.0
Truck 11,25-Jul-16,12.45.30.000000000 AM,304.4,194.0,84.0,579.0,5.4,68.0,687.0,5.6,6.0,119.2404723,84.0
Truck 11,25-Jul-16,01.35.00.000000000 AM,327.5,130.0,237.0,357.0,2.2,81.0,585.0,4.3,4.0,74.7618834,84.0
Truck 11,25-Jul-16,03.03.12.000000000 AM,367.8,186.0,79.0,535.0,3.6,63.0,782.0,5.6,7.0,123.972237,114.0
Truck 11,25-Jul-16,03.31.47.000000000 AM,342.6,252.0,118.0,550.0,5.2,61.0,755.0,5.6,8.0,121.1331782,84.0
Truck 11,25-Jul-16,04.01.55.000000000 AM,366.4,97.0,46.0,673.0,6.2,78.0,574.0,4.3,4.0,94.63529544,102.0
Truck 11,25-Jul-16,04.27.25.000000000 AM,345.3,92.0,7.0,442.0,4.1,83.0,524.0,4.3,4.0,92.26941306,110.0
Truck 11,25-Jul-16,04.47.20.000000000 AM,359.7,105.0,39.0,442.0,4.1,80.0,533.0,4.3,4.0,92.74258954,116.0
Truck 11,25-Jul-16,05.08.09.000000000 AM,330.9,110.0,141.0,448.0,4.1,71.0,526.0,4.3,4.0,92.74258954,117.0
Truck 11,25-Jul-16,05.30.39.000000000 AM,332.7,108.0,79.0,462.0,4.1,60.0,554.0,4.3,4.0,88.95717772,114.0
Truck 11,25-Jul-16,05.52.33.000000000 AM,387.8,127.0,400.0,502.0,4.1,63.0,536.0,4.3,4.0,94.16211897,128.0
Truck 11,25-Jul-16,07.07.54.000000000 AM,347.4,93.0,328.0,44.0,0.0,79.0,515.0,4.3,4.0,61.51294204,64.0
Truck 11,25-Jul-16,07.26.18.000000000 AM,369.6,112.0,33.0,449.0,4.1,81.0,538.0,4.3,4.0,88.01082476,113.0
Truck 11,25-Jul-16,07.47.24.000000000 AM,364.6,104.0,73.0,435.0,4.1,974.0,614.0,4.4,4.0,91.79623658,109.0
Truck 11,25-Jul-16,08.50.42.000000000 AM,375.4,106.0,1201.0,152.0,0.3,107.0,580.0,4.3,4.0,74.7618834,76.0
Truck 11,25-Jul-16,09.27.56.000000000 AM,330.1,121.0,10.0,484.0,4.1,56.0,563.0,4.3,4.0,87.06447181,96.0
Truck 11,25-Jul-16,09.49.22.000000000 AM,346.7,105.0,130.0,474.0,4.1,75.0,537.0,4.3,4.0,89.90353067,112.0
Truck 11,25-Jul-16,10.12.17.000000000 AM,368.3,106.0,191.0,447.0,4.0,66.0,560.0,4.3,4.0,89.90353067,99.0
Truck 11,25-Jul-16,10.36.04.000000000 AM,356.2,108.0,129.0,459.0,4.1,61.0,535.0,4.3,4.0,87.06447181,89.0
Truck 11,25-Jul-16,10.58.30.000000000 AM,371.9,109.0,328.0,465.0,4.1,59.0,534.0,4.3,4.0,91.79623658,96.0
Truck 11,25-Jul-16,11.24.24.000000000 AM,334.2,111.0,326.0,475.0,4.1,69.0,535.0,4.3,4.0,90.84988363,99.0
Truck 11,25-Jul-16,11.50.42.000000000 AM,374.1,121.0,52.0,481.0,4.1,67.0,532.0,4.3,4.0,87.53764829,89.0
Truck 11,25-Jul-16,12.12.27.000000000 PM,364.6,126.0,284.0,477.0,4.1,117.0,523.0,4.3,4.0,94.63529544,113.0
Truck 11,25-Jul-16,12.38.58.000000000 PM,377.8,84.0,103.0,448.0,4.1,70.0,570.0,4.3,4.0,88.48400124,95.0
Truck 11,25-Jul-16,01.45.25.000000000 PM,377.6,103.0,67.0,530.0,4.0,132.0,556.0,4.3,4.0,86.11811885,102.0
Truck 11,25-Jul-16,02.09.30.000000000 PM,333.6,96.0,68.0,462.0,4.1,106.0,532.0,4.3,3.0,88.01082476,99.0
Truck 11,25-Jul-16,02.31.25.000000000 PM,354.7,104.0,53.0,461.0,4.1,70.0,519.0,4.3,4.0,87.53764829,93.0
Truck 11,25-Jul-16,02.52.20.000000000 PM,354.7,139.0,235.0,495.0,4.1,58.0,516.0,4.3,4.0,89.90353067,91.0
Truck 11,25-Jul-16,03.17.22.000000000 PM,388.3,114.0,370.0,482.0,4.1,64.0,540.0,4.3,4.0,94.16211897,116.0
Truck 11,25-Jul-16,03.44.37.000000000 PM,389.8,138.0,46.0,467.0,4.1,61.0,576.0,4.3,4.0,88.48400124,95.0
Truck 11,25-Jul-16,04.06.57.000000000 PM,359.8,136.0,45.0,455.0,4.1,72.0,580.0,4.3,4.0,89.4303542,95.0
Truck 11,25-Jul-16,04.29.17.000000000 PM,373.0,91.0,8.0,441.0,4.1,65.0,602.0,4.3,4.0,89.4303542,100.0
Truck 11,25-Jul-16,05.42.57.000000000 PM,385.1,97.0,229.0,550.0,4.1,64.0,552.0,4.3,4.0,89.4303542,104.0
Truck 11,25-Jul-16,06.08.49.000000000 PM,314.5,139.0,321.0,497.0,4.1,64.0,506.0,4.3,4.0,90.37670715,94.0
Truck 11,25-Jul-16,06.35.20.000000000 PM,344.0,147.0,345.0,524.0,4.3,105.0,580.0,4.3,5.0,94.16211897,98.0
Truck 11,25-Jul-16,07.04.50.000000000 PM,369.2,118.0,570.0,505.0,4.1,79.0,572.0,4.3,4.0,92.74258954,99.0
Truck 11,25-Jul-16,07.36.52.000000000 PM,336.6,141.0,409.0,498.0,4.1,546.0,563.0,4.3,5.0,96.05482488,103.0
Truck 11,25-Jul-16,08.38.38.000000000 PM,352.9,175.0,105.0,459.0,4.1,81.0,567.0,4.3,5.0,91.79623658,125.0
Truck 11,25-Jul-16,09.02.39.000000000 PM,319.6,138.0,229.0,517.0,4.1,67.0,551.0,4.3,4.0,91.3230601,124.0
Truck 11,25-Jul-16,09.28.44.000000000 PM,371.1,132.0,113.0,518.0,4.3,87.0,597.0,4.3,5.0,92.26941306,122.0
Truck 11,25-Jul-16,09.53.51.000000000 PM,342.3,107.0,138.0,503.0,4.1,86.0,565.0,4.3,4.0,91.3230601,117.0
Truck 11,25-Jul-16,10.18.08.000000000 PM,374.2,103.0,50.0,478.0,4.1,83.0,543.0,4.3,4.0,90.84988363,108.0
Truck 11,25-Jul-16,10.39.59.000000000 PM,340.0,100.0,117.0,515.0,4.1,94.0,609.0,4.3,4.0,90.84988363,125.0
Truck 11,25-Jul-16,11.04.53.000000000 PM,375.2,101.0,56.0,507.0,4.1,118.0,569.0,4.3,4.0,92.74258954,121.0
Truck 11,25-Jul-16,11.28.20.000000000 PM,351.8,108.0,68.0,463.0,4.3,75.0,580.0,4.3,4.0,91.3230601,128.0
Truck 11,25-Jul-16,11.50.46.000000000 PM,370.0,101.0,136.0,483.0,4.1,79.0,614.0,4.3,4.0,90.37670715,116.0
Truck 11,26-Jul-16,12.15.17.000000000 AM,312.6,72.0,289.0,600.0,4.3,75.0,582.0,4.3,3.0,87.53764829,108.0
Truck 11,26-Jul-16,12.43.21.000000000 AM,354.5,106.0,122.0,520.0,4.1,164.0,652.0,4.3,4.0,91.3230601,126.0
Truck 11,26-Jul-16,01.10.30.000000000 AM,355.0,100.0,117.0,426.0,4.1,68.0,567.0,4.3,4.0,88.95717772,110.0
