MACH_SER_NO,OCUR_TS Date,OCUR_TS Time,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT
Truck 18,20-Aug-16,05.59.37.000000000 AM,313.7,105.0,107.0,295.0,2.4,118.0,580.0,4.3,4.0,70.03011863,85.0
Truck 18,20-Aug-16,07.19.56.000000000 AM,379.3,93.0,126.0,495.0,4.1,55.0,580.0,3.8,4.0,121.6063546,131.0
Truck 18,20-Aug-16,07.43.22.000000000 AM,379.6,87.0,3.0,280.0,3.5,53.0,544.0,3.8,4.0,105.5183544,83.0
Truck 18,20-Aug-16,08.16.39.000000000 AM,332.5,106.0,589.0,364.0,2.5,64.0,628.0,3.2,5.0,109.7769427,74.0
Truck 18,20-Aug-16,08.47.02.000000000 AM,388.1,110.0,2.0,361.0,3.5,59.0,655.0,4.0,4.0,102.2061191,90.0
Truck 18,20-Aug-16,09.07.39.000000000 AM,333.5,124.0,197.0,366.0,3.5,51.0,567.0,3.8,4.0,97.00117783,76.0
Truck 18,20-Aug-16,09.30.18.000000000 AM,368.0,111.0,59.0,359.0,3.6,61.0,589.0,3.8,4.0,99.36706022,76.0
Truck 18,20-Aug-16,09.50.47.000000000 AM,414.0,102.0,31.0,371.0,3.6,66.0,636.0,4.0,4.0,105.0451779,86.0
Truck 18,20-Aug-16,10.11.41.000000000 AM,333.9,127.0,181.0,407.0,3.8,55.0,578.0,3.8,4.0,99.36706022,84.0
Truck 18,20-Aug-16,10.35.04.000000000 AM,336.5,127.0,90.0,385.0,3.5,55.0,566.0,3.8,5.0,97.47435431,86.0
Truck 18,20-Aug-16,10.56.17.000000000 AM,367.5,112.0,283.0,380.0,3.5,55.0,637.0,3.8,4.0,105.0451779,88.0
Truck 18,20-Aug-16,11.21.44.000000000 AM,346.4,104.0,2.0,338.0,3.5,55.0,554.0,3.8,4.0,98.89388374,77.0
Truck 18,20-Aug-16,11.40.01.000000000 AM,338.5,128.0,211.0,372.0,3.5,54.0,585.0,3.8,4.0,104.098825,93.0
Truck 18,20-Aug-16,12.03.28.000000000 PM,334.6,120.0,79.0,355.0,3.5,57.0,593.0,4.0,4.0,101.2597661,80.0
Truck 18,20-Aug-16,12.24.22.000000000 PM,396.3,133.0,96.0,388.0,3.6,56.0,616.0,3.8,4.0,104.098825,82.0
Truck 18,20-Aug-16,12.46.44.000000000 PM,384.6,132.0,24.0,369.0,3.6,57.0,614.0,3.8,4.0,103.6256485,88.0
Truck 18,20-Aug-16,01.07.30.000000000 PM,363.2,142.0,139.0,389.0,3.6,54.0,616.0,3.8,5.0,99.36706022,76.0
Truck 18,20-Aug-16,01.35.50.000000000 PM,331.2,102.0,2575.0,431.0,3.2,54.0,568.0,3.8,4.0,95.10847192,88.0
Truck 18,20-Aug-16,02.40.33.000000000 PM,354.4,113.0,83.0,410.0,3.5,51.0,587.0,3.8,4.0,99.84023669,72.0
Truck 18,20-Aug-16,03.02.07.000000000 PM,352.9,138.0,79.0,391.0,3.5,58.0,579.0,3.8,5.0,98.42070726,72.0
Truck 18,20-Aug-16,03.23.44.000000000 PM,346.7,116.0,47.0,375.0,3.5,53.0,594.0,4.0,4.0,97.94753079,72.0
Truck 18,20-Aug-16,03.44.17.000000000 PM,357.9,106.0,69.0,363.0,3.5,53.0,577.0,3.8,4.0,97.94753079,86.0
Truck 18,20-Aug-16,04.04.35.000000000 PM,384.6,154.0,157.0,369.0,3.6,51.0,605.0,3.8,5.0,102.6792956,78.0
Truck 18,20-Aug-16,04.27.46.000000000 PM,349.5,125.0,229.0,422.0,3.6,67.0,593.0,4.0,4.0,103.6256485,100.0
Truck 18,20-Aug-16,04.52.39.000000000 PM,362.3,112.0,109.0,351.0,3.5,54.0,560.0,3.8,4.0,98.89388374,79.0
Truck 18,20-Aug-16,05.16.14.000000000 PM,361.7,105.0,2484.0,455.0,3.5,55.0,573.0,3.8,4.0,104.098825,96.0
Truck 18,20-Aug-16,06.45.32.000000000 PM,354.6,105.0,626.0,80.0,0.1,54.0,565.0,3.8,4.0,91.3230601,61.0
Truck 18,20-Aug-16,07.10.22.000000000 PM,189.7,270.0,12.0,364.0,3.6,52.0,454.0,3.8,2.0,79.49364817,73.0
Truck 18,20-Aug-16,08.17.10.000000000 PM,327.5,157.0,1370.0,515.0,3.3,48.0,900.0,6.4,5.0,156.621414,128.0
Truck 18,20-Aug-16,09.09.05.000000000 PM,363.4,101.0,335.0,687.0,5.6,54.0,606.0,3.8,4.0,127.2844724,135.0
Truck 18,20-Aug-16,09.40.03.000000000 PM,337.4,94.0,226.0,410.0,3.5,71.0,618.0,4.0,4.0,106.4647074,99.0
Truck 18,20-Aug-16,10.04.43.000000000 PM,348.9,96.0,28.0,383.0,3.5,52.0,596.0,3.8,4.0,103.6256485,92.0
Truck 18,20-Aug-16,10.24.47.000000000 PM,321.7,83.0,178.0,364.0,3.6,55.0,551.0,3.8,3.0,100.3134132,83.0
Truck 18,20-Aug-16,10.46.10.000000000 PM,347.6,131.0,161.0,441.0,3.6,56.0,579.0,3.8,5.0,105.9915309,115.0
Truck 18,20-Aug-16,11.09.54.000000000 PM,332.8,93.0,65.0,347.0,3.5,61.0,570.0,3.8,4.0,99.36706022,88.0
Truck 18,20-Aug-16,11.29.38.000000000 PM,351.0,96.0,84.0,375.0,3.5,73.0,584.0,3.8,4.0,97.47435431,75.0
Truck 18,20-Aug-16,11.50.43.000000000 PM,344.4,108.0,320.0,390.0,3.6,68.0,609.0,3.8,4.0,102.2061191,88.0
Truck 18,21-Aug-16,12.16.40.000000000 AM,368.1,131.0,222.0,395.0,3.6,71.0,439.0,2.7,5.0,76.18141283,87.0
Truck 18,21-Aug-16,12.38.29.000000000 AM,349.0,121.0,407.0,322.0,2.4,76.0,561.0,4.3,4.0,74.7618834,95.0
Truck 18,21-Aug-16,01.04.18.000000000 AM,354.3,95.0,4.0,427.0,4.1,53.0,417.0,2.5,4.0,91.79623658,98.0
Truck 18,21-Aug-16,01.21.37.000000000 AM,352.2,110.0,94.0,296.0,2.4,63.0,420.0,2.5,4.0,70.50329511,78.0
Truck 18,21-Aug-16,01.38.40.000000000 AM,374.0,107.0,71.0,276.0,2.4,68.0,400.0,2.5,4.0,70.97647158,85.0
Truck 18,21-Aug-16,01.54.41.000000000 AM,366.2,96.0,104.0,274.0,2.4,101.0,582.0,4.3,4.0,74.28870692,81.0
Truck 18,21-Aug-16,02.51.02.000000000 AM,360.3,126.0,127.0,549.0,3.8,56.0,400.0,2.5,5.0,88.01082476,106.0
Truck 18,21-Aug-16,03.12.51.000000000 AM,350.7,104.0,92.0,312.0,2.4,69.0,426.0,2.5,4.0,73.81553045,86.0
Truck 18,21-Aug-16,03.30.15.000000000 AM,352.6,112.0,24.0,268.0,2.2,56.0,387.0,2.5,4.0,68.13741272,81.0
Truck 18,21-Aug-16,03.44.57.000000000 AM,364.7,96.0,132.0,303.0,2.4,65.0,421.0,2.5,4.0,71.92282454,81.0
Truck 18,21-Aug-16,04.02.36.000000000 AM,383.5,89.0,137.0,342.0,2.4,57.0,426.0,2.5,4.0,73.81553045,95.0
Truck 18,21-Aug-16,04.20.51.000000000 AM,355.5,117.0,133.0,304.0,2.4,61.0,406.0,2.5,4.0,71.44964806,89.0
Truck 18,21-Aug-16,04.38.35.000000000 AM,351.7,110.0,15.0,297.0,2.4,72.0,485.0,2.5,3.0,74.7618834,88.0
Truck 18,21-Aug-16,04.55.36.000000000 AM,312.7,97.0,27.0,292.0,2.4,71.0,397.0,2.5,3.0,67.19105977,82.0
Truck 18,21-Aug-16,05.10.57.000000000 AM,333.1,109.0,111.0,299.0,2.4,94.0,429.0,2.5,3.0,69.55694215,75.0
Truck 18,21-Aug-16,05.29.01.000000000 AM,321.0,102.0,187.0,291.0,2.2,58.0,536.0,4.3,4.0,68.13741272,84.0
Truck 18,21-Aug-16,06.43.58.000000000 AM,372.0,162.0,540.0,541.0,4.0,549.0,1037.0,6.4,5.0,139.5870608,161.0
Truck 18,21-Aug-16,09.08.11.000000000 AM,396.8,110.0,70.0,562.0,5.2,57.0,727.0,5.2,4.0,121.6063546,114.0
Truck 18,21-Aug-16,09.34.39.000000000 AM,354.8,112.0,16.0,568.0,5.2,69.0,617.0,3.8,4.0,118.7672958,107.0
Truck 18,21-Aug-16,09.58.38.000000000 AM,380.1,103.0,107.0,417.0,3.6,65.0,472.0,2.7,4.0,75.70823636,82.0
Truck 18,21-Aug-16,10.18.51.000000000 AM,323.1,140.0,5.0,333.0,2.2,51.0,386.0,2.4,4.0,60.56658908,70.0
Truck 18,21-Aug-16,10.34.44.000000000 AM,312.7,105.0,31.0,296.0,2.2,95.0,390.0,2.4,3.0,60.56658908,64.0
Truck 18,21-Aug-16,10.50.39.000000000 AM,321.0,97.0,5.0,299.0,2.2,51.0,363.0,2.4,4.0,59.14705965,66.0
Truck 18,21-Aug-16,11.04.48.000000000 AM,318.6,103.0,5.0,316.0,2.2,64.0,344.0,2.4,4.0,60.09341261,64.0
Truck 18,21-Aug-16,11.19.15.000000000 AM,392.8,99.0,4.0,339.0,2.2,92.0,420.0,2.5,4.0,70.97647158,87.0
Truck 18,21-Aug-16,11.35.48.000000000 AM,347.3,109.0,7.0,283.0,2.2,70.0,404.0,2.5,4.0,66.24470681,68.0
Truck 18,21-Aug-16,11.50.57.000000000 AM,370.8,114.0,10.0,281.0,2.2,60.0,437.0,2.5,4.0,67.66423624,73.0
Truck 18,21-Aug-16,12.06.36.000000000 PM,349.2,106.0,6.0,316.0,2.2,50.0,386.0,2.4,4.0,61.03976556,70.0
Truck 18,21-Aug-16,12.21.34.000000000 PM,334.4,102.0,5.0,282.0,2.2,50.0,354.0,2.4,4.0,59.62023613,66.0
Truck 18,21-Aug-16,12.35.20.000000000 PM,336.1,108.0,54.0,298.0,2.2,52.0,358.0,2.4,4.0,59.62023613,68.0
Truck 18,21-Aug-16,12.50.27.000000000 PM,336.7,122.0,275.0,312.0,2.4,79.0,414.0,2.5,4.0,69.08376567,73.0
Truck 18,21-Aug-16,01.11.18.000000000 PM,340.8,116.0,5.0,282.0,2.2,56.0,519.0,3.5,4.0,87.06447181,61.0
Truck 18,21-Aug-16,02.04.40.000000000 PM,340.8,102.0,134.0,463.0,3.6,74.0,428.0,2.5,4.0,68.6105892,71.0
Truck 18,21-Aug-16,02.25.30.000000000 PM,366.5,113.0,5.0,312.0,2.4,67.0,442.0,2.5,3.0,68.13741272,67.0
Truck 18,21-Aug-16,02.41.48.000000000 PM,363.6,98.0,9.0,311.0,2.4,69.0,424.0,2.5,4.0,69.55694215,80.0
Truck 18,21-Aug-16,02.57.37.000000000 PM,358.6,109.0,4.0,299.0,2.4,69.0,424.0,2.5,4.0,69.55694215,78.0
Truck 18,21-Aug-16,03.13.18.000000000 PM,328.0,121.0,5.0,271.0,2.2,54.0,356.0,2.2,4.0,59.14705965,57.0
Truck 18,21-Aug-16,03.27.17.000000000 PM,353.6,138.0,151.0,305.0,2.2,63.0,357.0,2.2,5.0,60.56658908,57.0
Truck 18,21-Aug-16,03.44.52.000000000 PM,363.8,106.0,445.0,427.0,2.4,62.0,586.0,4.3,4.0,72.86917749,91.0
Truck 18,21-Aug-16,04.13.05.000000000 PM,403.9,103.0,44.0,452.0,4.1,74.0,570.0,4.3,4.0,92.74258954,108.0
Truck 18,21-Aug-16,04.34.39.000000000 PM,346.6,114.0,119.0,486.0,4.1,68.0,548.0,4.1,4.0,87.06447181,92.0
Truck 18,21-Aug-16,05.37.51.000000000 PM,322.0,107.0,236.0,599.0,3.8,56.0,562.0,4.1,4.0,85.64494238,91.0
Truck 18,21-Aug-16,06.04.55.000000000 PM,342.4,101.0,9.0,481.0,4.1,51.0,531.0,4.1,4.0,81.38635408,92.0
Truck 18,21-Aug-16,06.25.17.000000000 PM,330.5,117.0,167.0,505.0,4.1,55.0,514.0,4.1,4.0,82.80588351,102.0
Truck 18,21-Aug-16,06.48.51.000000000 PM,362.4,115.0,111.0,473.0,4.1,49.0,531.0,4.1,4.0,86.11811885,99.0
Truck 18,21-Aug-16,07.11.01.000000000 PM,321.7,104.0,134.0,474.0,4.1,61.0,579.0,4.1,4.0,83.75223647,92.0
Truck 18,21-Aug-16,07.34.29.000000000 PM,398.8,148.0,26.0,445.0,4.1,1025.0,742.0,4.3,5.0,101.7329426,123.0
Truck 18,21-Aug-16,09.00.35.000000000 PM,351.4,91.0,233.0,486.0,4.1,81.0,577.0,4.3,4.0,96.52800135,126.0
Truck 18,21-Aug-16,09.26.04.000000000 PM,353.9,100.0,23.0,451.0,4.1,98.0,613.0,4.3,4.0,93.68894249,115.0
Truck 18,21-Aug-16,09.48.24.000000000 PM,338.3,112.0,283.0,524.0,4.1,55.0,656.0,4.3,4.0,97.47435431,132.0
Truck 19,22-Jul-16,12.04.45.000000000 AM,357.4,94.0,147.0,212.0,1.6,56.0,479.0,2.8,3.0,80.91317761,73.0
Truck 19,22-Jul-16,12.21.54.000000000 AM,352.2,114.0,94.0,312.0,2.7,46.0,483.0,2.8,4.0,81.85953056,69.0
Truck 19,22-Jul-16,12.40.05.000000000 AM,354.9,85.0,165.0,318.0,2.7,70.0,505.0,2.8,3.0,86.11811885,83.0
Truck 19,22-Jul-16,12.59.54.000000000 AM,377.7,117.0,72.0,270.0,2.5,59.0,511.0,2.7,4.0,84.22541295,64.0
Truck 19,22-Jul-16,01.17.46.000000000 AM,364.5,99.0,98.0,282.0,2.5,60.0,491.0,2.8,4.0,83.27905999,66.0
Truck 19,22-Jul-16,01.35.39.000000000 AM,294.8,72.0,164.0,299.0,2.7,84.0,499.0,2.8,3.0,80.91317761,63.0
Truck 19,22-Jul-16,02.03.14.000000000 AM,363.4,119.0,1640.0,372.0,2.5,49.0,504.0,2.8,3.0,85.64494238,73.0
Truck 19,22-Jul-16,02.49.49.000000000 AM,338.6,104.0,120.0,288.0,2.7,46.0,320.0,1.7,4.0,53.9421184,61.0
Truck 19,22-Jul-16,03.05.01.000000000 AM,328.4,103.0,135.0,227.0,1.6,47.0,509.0,2.8,4.0,80.91317761,74.0
Truck 19,22-Jul-16,03.22.44.000000000 AM,366.9,84.0,54.0,283.0,2.7,53.0,497.0,2.8,3.0,86.11811885,70.0
Truck 19,22-Jul-16,03.39.35.000000000 AM,327.3,101.0,112.0,311.0,2.7,47.0,512.0,2.8,4.0,85.1717659,72.0
Truck 19,22-Jul-16,03.58.22.000000000 AM,368.6,94.0,3.0,297.0,2.7,45.0,534.0,2.8,3.0,87.06447181,66.0
Truck 19,22-Jul-16,04.15.15.000000000 AM,362.1,97.0,209.0,307.0,2.7,59.0,497.0,2.8,4.0,86.11811885,78.0
Truck 19,22-Jul-16,04.35.31.000000000 AM,328.6,109.0,5.0,290.0,2.7,43.0,550.0,3.2,4.0,91.79623658,64.0
Truck 19,22-Jul-16,04.52.48.000000000 AM,354.3,114.0,266.0,473.0,2.8,54.0,480.0,2.7,4.0,90.84988363,96.0
Truck 19,22-Jul-16,05.16.51.000000000 AM,355.4,87.0,66.0,288.0,2.7,56.0,478.0,2.7,4.0,83.75223647,76.0
Truck 19,22-Jul-16,05.33.46.000000000 AM,338.2,127.0,87.0,277.0,2.7,47.0,463.0,2.8,5.0,81.38635408,62.0
Truck 19,22-Jul-16,05.51.08.000000000 AM,353.0,107.0,62.0,279.0,2.7,47.0,487.0,2.7,4.0,80.91317761,65.0
Truck 19,22-Jul-16,06.38.52.000000000 AM,374.5,125.0,108.0,316.0,2.5,48.0,486.0,2.8,4.0,83.75223647,67.0
Truck 19,22-Jul-16,06.57.41.000000000 AM,298.8,92.0,7.0,276.0,2.7,79.0,488.0,2.8,3.0,78.54729522,65.0
Truck 19,22-Jul-16,07.13.59.000000000 AM,269.2,85.0,453.0,310.0,2.7,45.0,436.0,2.8,2.0,76.65458931,78.0
Truck 19,22-Jul-16,07.37.00.000000000 AM,348.6,117.0,247.0,281.0,2.7,48.0,457.0,2.7,4.0,83.75223647,70.0
Truck 19,22-Jul-16,07.56.56.000000000 AM,395.2,123.0,137.0,285.0,2.7,530.0,528.0,2.7,4.0,93.68894249,83.0
Truck 19,22-Jul-16,08.34.12.000000000 AM,372.4,127.0,167.0,304.0,2.7,52.0,465.0,2.7,4.0,85.1717659,68.0
Truck 19,22-Jul-16,08.53.33.000000000 AM,335.6,106.0,214.0,301.0,2.7,65.0,472.0,2.7,3.0,81.85953056,68.0
Truck 19,22-Jul-16,09.13.37.000000000 AM,281.1,81.0,146.0,292.0,2.5,52.0,461.0,2.7,3.0,84.69858942,62.0
Truck 19,22-Jul-16,09.31.31.000000000 AM,359.1,159.0,47.0,279.0,2.7,55.0,455.0,2.7,4.0,85.1717659,65.0
Truck 19,22-Jul-16,09.48.45.000000000 AM,343.3,119.0,45.0,266.0,2.7,53.0,450.0,2.7,4.0,79.96682465,72.0
Truck 19,22-Jul-16,10.04.56.000000000 AM,298.8,111.0,201.0,299.0,2.7,50.0,427.0,2.7,3.0,74.28870692,62.0
Truck 19,22-Jul-16,10.23.48.000000000 AM,376.7,106.0,62.0,287.0,2.7,51.0,464.0,2.7,4.0,82.33270704,72.0
Truck 19,22-Jul-16,10.40.39.000000000 AM,292.6,112.0,213.0,295.0,2.7,54.0,448.0,2.8,4.0,76.65458931,59.0
Truck 19,22-Jul-16,11.00.07.000000000 AM,345.7,98.0,733.0,311.0,2.7,55.0,463.0,2.8,4.0,83.75223647,72.0
Truck 19,22-Jul-16,11.28.55.000000000 AM,358.5,102.0,145.0,304.0,2.7,53.0,461.0,2.8,4.0,80.91317761,74.0
Truck 19,22-Jul-16,11.47.24.000000000 AM,339.4,130.0,163.0,311.0,2.7,58.0,455.0,2.8,4.0,81.38635408,61.0
Truck 19,22-Jul-16,12.06.46.000000000 PM,360.3,118.0,347.0,316.0,2.7,52.0,478.0,2.8,4.0,86.11811885,82.0
Truck 19,22-Jul-16,12.29.30.000000000 PM,365.8,106.0,519.0,418.0,3.2,55.0,465.0,2.7,3.0,89.90353067,98.0
Truck 19,22-Jul-16,12.56.38.000000000 PM,365.6,111.0,144.0,299.0,2.7,57.0,486.0,2.7,4.0,82.33270704,69.0
Truck 19,22-Jul-16,01.54.19.000000000 PM,310.1,118.0,125.0,299.0,2.5,58.0,465.0,2.8,4.0,79.0204717,59.0
Truck 19,22-Jul-16,02.12.48.000000000 PM,287.3,71.0,3.0,296.0,2.7,163.0,506.0,3.0,3.0,79.0204717,70.0
Truck 19,22-Jul-16,02.30.51.000000000 PM,353.0,100.0,152.0,338.0,2.8,57.0,480.0,2.7,3.0,83.75223647,78.0
Truck 19,22-Jul-16,02.50.25.000000000 PM,280.7,77.0,77.0,300.0,2.7,131.0,488.0,3.0,3.0,79.49364817,80.0
Truck 19,22-Jul-16,03.09.00.000000000 PM,342.8,119.0,126.0,313.0,2.8,60.0,470.0,2.8,3.0,84.22541295,74.0
Truck 19,22-Jul-16,03.27.53.000000000 PM,360.4,117.0,145.0,311.0,2.7,61.0,479.0,2.8,3.0,86.11811885,74.0
Truck 19,22-Jul-16,04.09.39.000000000 PM,362.9,99.0,336.0,569.0,5.2,67.0,503.0,2.8,4.0,120.1868252,90.0
Truck 19,22-Jul-16,04.36.57.000000000 PM,352.2,109.0,3.0,307.0,2.8,46.0,463.0,2.7,4.0,80.91317761,64.0
Truck 19,22-Jul-16,04.53.04.000000000 PM,344.8,107.0,117.0,321.0,2.7,49.0,453.0,2.7,4.0,78.54729522,68.0
Truck 19,22-Jul-16,05.49.04.000000000 PM,317.7,108.0,114.0,303.0,2.5,68.0,474.0,2.8,4.0,77.12776579,71.0
Truck 19,22-Jul-16,06.07.36.000000000 PM,396.9,99.0,89.0,297.0,2.5,57.0,472.0,2.7,4.0,84.69858942,76.0
Truck 19,22-Jul-16,06.25.12.000000000 PM,368.3,127.0,134.0,285.0,2.5,62.0,460.0,2.7,4.0,82.33270704,71.0
Truck 19,22-Jul-16,06.43.44.000000000 PM,379.8,124.0,104.0,293.0,2.5,49.0,461.0,2.7,4.0,83.75223647,73.0
Truck 19,22-Jul-16,07.01.38.000000000 PM,366.5,130.0,111.0,286.0,2.7,62.0,462.0,2.8,4.0,81.85953056,80.0
Truck 19,22-Jul-16,07.19.52.000000000 PM,308.4,98.0,93.0,259.0,2.7,55.0,426.0,2.7,3.0,76.65458931,62.0
Truck 19,22-Jul-16,07.36.02.000000000 PM,340.1,107.0,114.0,284.0,2.7,56.0,433.0,2.8,4.0,79.0204717,63.0
Truck 19,22-Jul-16,07.53.20.000000000 PM,358.6,92.0,110.0,258.0,2.7,549.0,336.0,1.7,4.0,56.30800079,65.0
Truck 19,22-Jul-16,08.27.34.000000000 PM,311.7,72.0,493.0,325.0,1.6,46.0,302.0,1.7,3.0,53.46894193,55.0
Truck 19,22-Jul-16,08.49.04.000000000 PM,335.5,119.0,321.0,262.0,1.6,46.0,294.0,1.7,4.0,53.46894193,68.0
Truck 19,22-Jul-16,09.07.06.000000000 PM,369.0,90.0,317.0,215.0,1.6,48.0,320.0,1.7,3.0,57.72753022,80.0
Truck 19,22-Jul-16,09.24.18.000000000 PM,273.3,88.0,364.0,219.0,1.6,67.0,288.0,1.7,3.0,50.62988306,66.0
Truck 19,22-Jul-16,09.42.03.000000000 PM,357.1,160.0,390.0,230.0,1.6,72.0,329.0,1.7,4.0,56.30800079,61.0
Truck 19,22-Jul-16,10.02.34.000000000 PM,341.3,171.0,849.0,500.0,2.5,57.0,641.0,5.1,6.0,111.1964721,103.0
Truck 19,22-Jul-16,10.41.04.000000000 PM,381.0,208.0,390.0,554.0,4.8,59.0,691.0,5.1,7.0,116.8745899,83.0
Truck 19,22-Jul-16,11.14.05.000000000 PM,379.6,210.0,1446.0,629.0,5.4,62.0,706.0,5.1,7.0,130.1235312,110.0
Truck 19,23-Jul-16,12.07.06.000000000 AM,388.4,210.0,169.0,485.0,4.8,44.0,670.0,5.1,6.0,117.8209428,94.0
Truck 19,23-Jul-16,12.34.28.000000000 AM,355.2,195.0,439.0,556.0,4.9,59.0,690.0,5.1,6.0,118.2941193,95.0
Truck 19,23-Jul-16,01.08.07.000000000 AM,331.8,188.0,190.0,481.0,4.8,61.0,655.0,5.1,7.0,109.7769427,83.0
Truck 19,23-Jul-16,01.35.28.000000000 AM,297.1,163.0,378.0,515.0,4.9,61.0,637.0,5.1,6.0,108.8305898,80.0
Truck 19,23-Jul-16,02.40.19.000000000 AM,337.9,180.0,324.0,567.0,3.6,47.0,461.0,3.5,6.0,79.96682465,107.0
Truck 19,23-Jul-16,03.07.43.000000000 AM,358.4,210.0,870.0,479.0,3.6,46.0,468.0,3.3,6.0,89.90353067,103.0
Truck 19,23-Jul-16,03.43.45.000000000 AM,337.9,250.0,76.0,383.0,3.3,48.0,449.0,3.3,8.0,78.54729522,90.0
Truck 19,23-Jul-16,04.04.41.000000000 AM,380.4,364.0,710.0,407.0,3.5,48.0,478.0,3.3,10.0,88.48400124,99.0
Truck 19,23-Jul-16,04.39.32.000000000 AM,347.1,184.0,577.0,473.0,3.6,45.0,480.0,3.5,6.0,84.22541295,92.0
Truck 19,23-Jul-16,05.10.03.000000000 AM,375.0,209.0,225.0,364.0,3.3,59.0,489.0,3.5,7.0,84.22541295,98.0
Truck 19,23-Jul-16,06.08.48.000000000 AM,332.9,407.0,490.0,508.0,3.5,47.0,431.0,3.3,10.0,84.69858942,97.0
Truck 19,23-Jul-16,06.41.31.000000000 AM,312.8,269.0,152.0,360.0,3.3,59.0,435.0,3.3,9.0,79.0204717,97.0
Truck 19,23-Jul-16,07.03.38.000000000 AM,304.8,411.0,498.0,409.0,3.5,59.0,439.0,3.3,10.0,83.75223647,100.0
Truck 19,23-Jul-16,07.35.09.000000000 AM,219.6,176.0,592.0,416.0,3.3,46.0,399.0,3.5,5.0,74.7618834,105.0
Truck 19,23-Jul-16,08.12.56.000000000 AM,365.6,110.0,533.0,457.0,3.8,54.0,761.0,5.6,4.0,118.7672958,103.0
Truck 19,23-Jul-16,08.46.10.000000000 AM,350.1,123.0,129.0,570.0,5.4,47.0,736.0,5.6,4.0,115.9282369,92.0
Truck 19,23-Jul-16,09.14.01.000000000 AM,370.2,113.0,177.0,578.0,5.2,61.0,760.0,5.6,4.0,115.9282369,91.0
Truck 19,23-Jul-16,09.43.18.000000000 AM,363.3,126.0,9.0,519.0,5.4,68.0,731.0,5.6,4.0,116.8745899,82.0
Truck 19,23-Jul-16,10.08.31.000000000 AM,373.1,117.0,343.0,557.0,5.2,89.0,738.0,5.6,4.0,119.7136487,99.0
Truck 19,23-Jul-16,10.40.31.000000000 AM,337.8,126.0,149.0,513.0,5.2,59.0,747.0,5.6,4.0,115.9282369,117.0
Truck 19,23-Jul-16,11.08.10.000000000 AM,382.8,124.0,220.0,579.0,5.2,156.0,868.0,5.6,4.0,124.91859,99.0
Truck 19,23-Jul-16,11.41.57.000000000 AM,291.8,85.0,370.0,585.0,5.4,75.0,689.0,5.6,3.0,115.4550604,107.0
Truck 19,23-Jul-16,12.13.11.000000000 PM,333.5,106.0,50.0,519.0,5.2,54.0,680.0,5.6,4.0,113.0891781,99.0
Truck 19,23-Jul-16,12.37.38.000000000 PM,359.9,115.0,290.0,616.0,5.2,72.0,711.0,5.6,4.0,117.3477664,111.0
Truck 19,23-Jul-16,01.47.14.000000000 PM,334.9,170.0,153.0,421.0,3.5,63.0,640.0,5.1,6.0,110.2501192,118.0
Truck 19,23-Jul-16,02.12.21.000000000 PM,366.7,102.0,151.0,557.0,5.4,116.0,707.0,5.7,4.0,115.4550604,90.0
Truck 19,23-Jul-16,02.40.42.000000000 PM,348.2,80.0,87.0,543.0,5.4,56.0,724.0,5.7,3.0,117.3477664,103.0
Truck 19,23-Jul-16,03.06.34.000000000 PM,337.2,113.0,174.0,547.0,5.4,69.0,688.0,5.6,4.0,113.0891781,93.0
Truck 19,23-Jul-16,03.34.11.000000000 PM,354.6,127.0,5.0,498.0,5.2,70.0,783.0,5.6,3.0,117.8209428,96.0
Truck 19,23-Jul-16,03.59.56.000000000 PM,363.3,103.0,18.0,550.0,5.4,74.0,732.0,5.6,4.0,115.4550604,90.0
Truck 19,23-Jul-16,04.25.35.000000000 PM,371.7,110.0,266.0,636.0,5.6,67.0,783.0,5.7,4.0,119.7136487,117.0
Truck 19,23-Jul-16,06.09.22.000000000 PM,339.0,103.0,285.0,510.0,4.0,77.0,738.0,5.7,3.0,112.6160016,123.0
Truck 19,23-Jul-16,06.39.08.000000000 PM,363.7,114.0,1443.0,742.0,5.7,57.0,811.0,5.7,4.0,127.2844724,134.0
Truck 19,23-Jul-16,07.34.05.000000000 PM,319.8,98.0,170.0,599.0,5.2,53.0,690.0,5.6,4.0,114.035531,118.0
Truck 19,23-Jul-16,08.22.31.000000000 PM,330.7,105.0,357.0,600.0,5.2,66.0,777.0,5.6,3.0,119.7136487,101.0
Truck 19,23-Jul-16,08.55.39.000000000 PM,363.1,96.0,28.0,801.0,7.8,55.0,479.0,2.8,4.0,122.0795311,90.0
Truck 19,23-Jul-16,09.20.59.000000000 PM,373.8,92.0,28.0,311.0,2.7,46.0,499.0,2.8,3.0,86.59129533,74.0
Truck 19,23-Jul-16,09.37.55.000000000 PM,305.5,79.0,68.0,333.0,3.0,47.0,444.0,2.8,3.0,80.91317761,64.0
Truck 19,23-Jul-16,09.54.47.000000000 PM,344.1,95.0,136.0,384.0,2.8,49.0,461.0,2.8,3.0,84.22541295,61.0
Truck 19,23-Jul-16,10.14.19.000000000 PM,400.0,93.0,49.0,307.0,2.8,57.0,493.0,2.8,3.0,90.37670715,67.0
